nodes,edges,instance,ants,n_nodes,value,time
10,10,9,6,5,234,1.72896
10,10,10,6,4,215,1.46371
10,20,1,6,5,271,2.24843
10,20,2,6,6,273,2.30275
10,20,3,6,6,334,2.02966
10,20,4,6,6,311,2.18995
10,20,5,6,6,262,2.04111
10,20,6,6,6,323,6.84324
10,20,7,6,6,403,1.94207
10,20,8,6,6,479,3.91719
10,20,9,6,6,400,2.04422
10,20,10,6,6,388,2.41337
10,30,1,6,8,439,2.70035
10,30,2,6,7,563,2.84366
10,30,3,6,7,537,2.92945
10,30,4,6,8,325,2.99267
10,30,5,6,7,391,2.52068
10,30,6,6,7,386,2.63894
10,30,7,6,8,436,3.04112
10,30,8,6,7,447,2.69222
10,30,9,6,7,418,2.5772
10,30,10,6,7,445,2.55551
10,40,1,6,8,526,3.23492
10,40,2,6,8,496,3.08239
10,40,3,6,8,548,3.28321
10,40,4,6,8,426,3.80776
10,40,5,6,8,449,3.40916
10,40,6,6,8,475,3.30124
10,40,7,6,8,309,3.3999
10,40,8,6,8,579,2.56379
10,40,9,6,8,467,3.12819
10,40,10,6,8,524,3.12602
15,20,1,6,6,464,3.00614
15,20,2,6,8,327,3.67087
15,20,3,6,6,395,2.99219
15,20,4,6,7,467,3.94011
15,20,5,6,7,333,3.52894
15,20,6,6,7,453,3.46839
15,20,7,6,7,406,3.3413
15,20,8,6,8,472,3.86438
15,20,9,6,9,435,4.23442
15,20,10,6,8,587,4.01976
15,40,1,6,9,550,4.75259
15,40,2,6,10,549,5.40928
15,40,3,6,10,626,5.00767
15,40,4,6,10,519,5.06383
15,40,5,6,10,595,5.03987
15,40,6,6,9,619,6.12904
15,40,7,6,10,606,4.68968
15,40,8,6,9,588,4.7799
15,40,9,6,11,660,5.64358
15,40,10,6,10,681,5.01898
15,60,1,6,11,755,5.88627
15,60,2,6,12,671,7.14215
15,60,3,6,11,705,6.1161
15,60,4,6,10,606,6.99296
15,60,5,6,11,737,6.20652
15,60,6,6,11,750,5.74541
15,60,7,6,11,743,5.25968
15,60,8,6,11,768,5.71653
15,60,9,6,12,825,6.18963
15,60,10,6,11,593,6.31857
15,80,1,6,12,661,6.81369
15,80,2,6,12,702,6.76491
15,80,3,6,12,884,6.64279
15,80,4,6,12,776,7.04469
15,80,5,6,12,828,7.17644
15,80,6,6,12,697,6.79096
15,80,7,6,12,862,7.27148
15,80,8,6,12,852,5.66786
15,80,9,6,12,777,6.6271
15,80,10,6,12,750,6.45908
15,100,1,6,13,837,7.4191
15,100,2,6,13,723,7.70636
15,100,3,6,13,805,7.71393
15,100,4,6,13,866,7.41585
15,100,5,6,13,835,7.44048
15,100,6,6,13,971,7.41872
15,100,7,6,14,865,7.75811
15,100,8,6,14,871,8.1442
15,100,9,6,14,877,8.39635
15,100,10,6,13,767,7.21985
20,20,1,6,9,430,5.09112
20,20,2,6,9,501,4.81677
20,20,3,6,10,662,7.31487
20,20,4,6,8,557,4.31844
20,20,5,6,8,501,4.63965
20,20,6,6,9,555,5.17561
20,20,7,6,8,410,4.19224
20,20,8,6,8,568,4.84545
20,20,9,6,7,454,4.21717
20,20,10,6,8,564,4.44433
20,40,1,6,12,793,7.90758
20,40,2,6,10,713,6.86245
20,40,3,6,12,839,6.75352
20,40,4,6,11,564,6.34525
20,40,5,6,12,615,8.64503
20,40,6,6,11,726,7.44182
20,40,7,6,11,680,7.00439
20,40,8,6,12,745,7.95713
20,40,9,6,11,725,7.68069
20,40,10,6,13,767,7.70993
20,60,1,6,14,1093,8.63522
20,60,2,6,14,866,10.1074
20,60,3,6,14,784,9.26727
20,60,4,6,13,984,8.78221
20,60,5,6,14,867,8.69227
20,60,6,6,13,732,7.78649
20,60,7,6,14,876,8.3539
20,60,8,6,14,899,8.65302
20,60,9,6,13,901,9.09753
20,60,10,6,14,762,8.53137
20,80,1,6,15,1058,9.72869
20,80,2,6,14,892,7.86961
20,80,3,6,14,939,9.49949
20,80,4,6,15,921,9.43988
20,80,5,6,15,856,9.63867
20,80,6,6,13,840,8.7617
20,80,7,6,14,844,9.0687
20,80,8,6,14,972,11.3309
20,80,9,6,14,925,9.6383
20,80,10,6,14,849,8.43073
20,100,1,6,17,981,11.2889
20,100,2,6,16,984,10.4292
20,100,3,6,14,969,10.9755
20,100,4,6,15,1010,16.9325
20,100,5,6,16,929,11.157
20,100,6,6,14,773,10.6698
20,100,7,6,16,1102,12.7673
20,100,8,6,15,1077,10.6635
20,100,9,6,16,1042,11.0177
20,100,10,6,16,1115,9.59404
20,120,1,6,16,959,11.1796
20,120,2,6,16,1068,11.206
20,120,3,6,15,897,12.1963
20,120,4,6,17,1144,12.1102
20,120,5,6,16,1261,13.1495
20,120,6,6,16,1011,11.5144
20,120,7,6,16,1000,11.2984
20,120,8,6,17,1067,11.4747
20,120,9,6,17,1037,12.7054
20,120,10,6,17,802,12.1469
25,40,1,6,13,863,8.90686
25,40,2,6,14,863,9.05354
25,40,3,6,13,965,14.8108
25,40,4,6,13,532,10.5651
25,40,5,6,13,729,10.6233
25,40,6,6,13,726,8.22035
25,40,7,6,13,949,32.9795
25,40,8,6,13,822,18.2425
25,40,9,6,14,804,20.3788
25,40,10,6,14,804,26.5878
25,80,1,6,17,1337,27.8046
25,80,2,6,17,917,27.7821
25,80,3,6,17,1171,27.8283
25,80,4,6,16,888,24.8489
25,80,5,6,17,1085,30.3932
25,80,6,6,15,971,25.3051
25,80,7,6,17,1154,28.4333
25,80,8,6,16,1039,25.3215
25,80,9,6,16,986,26.4054
25,80,10,6,16,1085,25.419
25,100,1,6,18,1223,29.8567
25,100,2,6,19,1212,31.8114
25,100,3,6,19,1243,48.219
25,100,4,6,18,969,28.9866
25,100,5,6,18,834,29.6579
25,100,6,6,18,1187,26.8809
25,100,7,6,19,944,48.7183
25,100,8,6,17,897,29.0952
25,100,9,6,18,1344,30.4156
25,100,10,6,18,1238,30.1305
25,150,1,6,21,1448,36.8533
25,150,2,6,19,1210,34.6714
25,150,3,6,21,1457,37.7035
25,150,4,6,19,1152,36.907
25,150,5,6,20,1244,40.6205
25,150,6,6,20,1151,36.7848
25,150,7,6,20,1132,41.2144
25,150,8,6,19,1065,66.1204
25,150,9,6,20,1277,39.4415
25,150,10,6,20,1540,38.492
25,200,1,6,21,1446,40.555
25,200,2,6,22,1214,42.3852
25,200,3,6,21,1220,38.7774
25,200,4,6,22,1592,43.6704
25,200,5,6,20,1304,41.1828
25,200,6,6,21,1458,40.477
25,200,7,6,20,1313,38.4626
25,200,8,6,21,1662,53.3028
25,200,9,6,21,1371,42.7377
25,200,10,6,21,1152,38.37
10,10,1,7,4,174,1.59379
10,10,2,7,5,159,1.96969
10,10,3,7,4,232,1.48357
10,10,4,7,4,184,1.25763
10,10,5,7,4,308,1.27602
10,10,6,7,4,268,1.89794
10,10,7,7,4,220,1.57844
10,10,8,7,5,372,1.27068
10,10,9,7,5,234,1.90688
10,10,10,7,4,215,1.73209
10,20,1,7,5,271,2.32673
10,20,2,7,7,257,2.82101
10,20,3,7,6,334,2.34674
10,20,4,7,6,311,2.26806
10,20,5,7,6,262,1.95762
10,20,6,7,6,323,2.44408
10,20,7,7,6,403,2.56302
10,20,8,7,6,458,3.31805
10,20,9,7,6,400,1.55136
10,20,10,7,6,388,2.14883
10,30,1,7,8,439,3.17502
10,30,2,7,7,563,3.25898
10,30,3,7,7,537,2.9982
10,30,4,7,8,325,2.89697
10,30,5,7,7,391,2.91044
10,30,6,7,7,386,3.12673
10,30,7,7,8,436,3.58831
10,30,8,7,7,447,3.2867
10,30,9,7,7,418,3.23798
10,30,10,7,7,445,3.18806
10,40,1,7,8,526,3.6711
10,40,2,7,8,496,3.66023
10,40,3,7,8,557,4.46714
10,40,4,7,8,426,3.7867
10,40,5,7,8,449,4.35588
10,40,6,7,8,475,2.73993
10,40,7,7,8,309,3.66136
10,40,8,7,8,579,3.64484
10,40,9,7,8,467,3.64704
10,40,10,7,8,524,3.66834
15,20,1,7,6,464,3.57133
15,20,2,7,8,327,4.54727
15,20,3,7,6,395,3.65318
15,20,4,7,8,480,4.23656
15,20,5,7,7,333,4.18102
15,20,6,7,7,453,4.06566
15,20,7,7,7,406,3.68744
15,20,8,7,8,472,4.48754
15,20,9,7,9,435,4.63924
15,20,10,7,8,576,4.455
15,40,1,7,9,550,5.56902
15,40,2,7,10,549,5.75383
15,40,3,7,10,626,6.28172
15,40,4,7,10,519,5.20446
15,40,5,7,10,595,5.49695
15,40,6,7,9,619,7.89162
15,40,7,7,10,606,5.71094
15,40,8,7,9,588,5.29804
15,40,9,7,11,660,6.25484
15,40,10,7,10,681,6.009
15,60,1,7,11,755,6.84849
15,60,2,7,12,671,8.38289
15,60,3,7,12,731,7.22398
15,60,4,7,10,606,6.00491
15,60,5,7,11,737,6.72377
15,60,6,7,11,750,5.07795
15,60,7,7,11,743,6.75342
15,60,8,7,11,768,6.54353
15,60,9,7,12,825,7.05941
15,60,10,7,11,593,6.89144
15,80,1,7,12,661,7.76053
15,80,2,7,12,702,8.33586
15,80,3,7,12,884,9.39235
15,80,4,7,12,776,11.2482
15,80,5,7,13,855,8.19077
15,80,6,7,12,697,6.17017
15,80,7,7,12,862,8.10575
15,80,8,7,12,852,7.9654
15,80,9,7,12,777,7.94432
15,80,10,7,12,750,7.7724
15,100,1,7,13,837,8.94686
15,100,2,7,13,723,9.72037
15,100,3,7,13,805,9.31216
15,100,4,7,13,866,9.70875
15,100,5,7,13,835,9.05728
15,100,6,7,13,971,8.70773
15,100,7,7,14,865,9.62028
15,100,8,7,13,863,12.0343
15,100,9,7,14,877,9.27513
15,100,10,7,13,767,8.68107
20,20,1,7,9,430,5.75771
20,20,2,7,9,501,5.85263
20,20,3,7,10,662,6.40779
20,20,4,7,8,557,5.22633
20,20,5,7,9,487,6.15181
20,20,6,7,9,555,5.65563
20,20,7,7,8,410,4.90568
20,20,8,7,8,568,4.89402
20,20,9,7,7,454,4.36158
20,20,10,7,8,564,5.26881
20,40,1,7,12,801,8.09431
20,40,2,7,10,713,7.01053
20,40,3,7,12,839,9.47274
20,40,4,7,11,564,8.25309
20,40,5,7,11,594,13.0333
20,40,6,7,11,726,10.2953
20,40,7,7,11,680,7.77233
20,40,8,7,12,745,8.46031
20,40,9,7,11,725,7.46137
20,40,10,7,13,767,8.6855
20,60,1,7,14,1093,9.90687
20,60,2,7,13,827,10.0542
20,60,3,7,15,785,11.8254
20,60,4,7,13,984,16.2373
20,60,5,7,14,867,10.6179
20,60,6,7,13,732,7.98159
20,60,7,7,14,876,11.6141
20,60,8,7,14,878,11.0348
20,60,9,7,13,901,9.84975
20,60,10,7,14,762,11.4014
20,80,1,7,15,1058,11.937
20,80,2,7,14,892,10.9641
20,80,3,7,14,939,11.1639
20,80,4,7,15,921,10.42
20,80,5,7,15,856,11.6414
20,80,6,7,13,840,10.3395
20,80,7,7,14,844,10.4195
20,80,8,7,15,983,11.1764
20,80,9,7,14,925,10.2582
20,80,10,7,14,849,11.8401
20,100,1,7,16,933,15.475
20,100,2,7,16,984,13.7374
20,100,3,7,14,969,12.2051
20,100,4,7,15,1010,12.2745
20,100,5,7,16,929,12.3704
20,100,6,7,14,773,11.3251
20,100,7,7,16,1102,12.7759
20,100,8,7,15,1077,11.9998
20,100,9,7,16,1042,13.3245
20,100,10,7,16,1115,12.3987
20,120,1,7,16,959,13.4359
20,120,2,7,16,1068,13.3553
20,120,3,7,16,910,12.8148
20,120,4,7,16,1117,13.0149
20,120,5,7,16,1261,13.1954
20,120,6,7,16,1011,13.4053
20,120,7,7,16,1000,12.7701
20,120,8,7,16,1065,37.3594
20,120,9,7,16,964,27.6966
20,120,10,7,17,802,29.5953
25,40,1,7,13,863,22.3521
25,40,2,7,14,863,27.1072
25,40,3,7,13,965,54.899
25,40,4,7,13,559,22.2204
25,40,5,7,13,729,23.0144
25,40,6,7,13,726,23.0355
25,40,7,7,13,949,28.9017
25,40,8,7,13,822,22.383
25,40,9,7,14,804,23.8406
25,40,10,7,14,804,26.4869
25,80,1,7,17,1337,32.1766
25,80,2,7,17,917,31.7253
25,80,3,7,17,1171,47.5646
25,80,4,7,16,888,30.1444
25,80,5,7,17,1085,33.6299
25,80,6,7,15,971,28.6143
25,80,7,7,17,1154,29.5732
25,80,8,7,15,1059,27.7996
25,80,9,7,16,986,30.006
25,80,10,7,16,1085,30.6048
25,100,1,7,18,1223,34.5671
25,100,2,7,19,1212,37.8019
25,100,3,7,19,1243,45.6315
25,100,4,7,18,969,34.3118
25,100,5,7,18,834,53.6844
25,100,6,7,18,1187,49.0122
25,100,7,7,19,944,38.6529
25,100,8,7,17,897,39.7855
25,100,9,7,18,1344,36.3906
25,100,10,7,18,1238,35.3777
25,150,1,7,21,1448,47.2451
25,150,2,7,19,1210,41.7243
25,150,3,7,21,1457,47.6724
25,150,4,7,19,1152,49.8812
25,150,5,7,20,1213,47.3857
25,150,6,7,20,1151,43.0814
25,150,7,7,20,1132,41.8495
25,150,8,7,20,1082,41.961
25,150,9,7,20,1277,46.711
25,150,10,7,20,1521,47.0318
25,200,1,7,21,1446,55.1681
25,200,2,7,22,1214,25.2925
25,200,3,7,21,1220,22.1871
25,200,4,7,22,1592,24.6387
25,200,5,7,20,1304,20.7018
25,200,6,7,21,1458,20.0155
25,200,7,7,20,1313,19.5147
25,200,8,7,22,1708,23.4526
25,200,9,7,21,1371,23.7402
25,200,10,7,21,1152,21.9394
10,10,1,8,4,174,2.02387
10,10,2,8,5,159,2.28872
10,10,3,8,4,232,2.08784
10,10,4,8,4,184,1.43045
10,10,5,8,4,308,2.0974
10,10,6,8,4,268,1.52325
10,10,7,8,4,220,6.03667
10,10,8,8,5,372,2.50405
10,10,9,8,5,234,2.36505
10,10,10,8,4,215,1.97325
10,20,1,8,5,271,2.75801
10,20,2,8,7,257,3.19633
10,20,3,8,6,334,2.65422
10,20,4,8,6,311,2.526
10,20,5,8,6,262,3.00229
10,20,6,8,6,323,2.79947
10,20,7,8,6,403,3.00148
10,20,8,8,6,479,3.88835
10,20,9,8,6,400,2.90919
10,20,10,8,6,388,2.93887
10,30,1,8,8,439,3.94841
10,30,2,8,7,563,4.23909
10,30,3,8,7,537,3.62621
10,30,4,8,8,325,4.01862
10,30,5,8,7,391,4.0446
10,30,6,8,7,386,3.32343
10,30,7,8,8,436,3.98474
10,30,8,8,7,447,3.47924
10,30,9,8,7,418,5.29755
10,30,10,8,7,445,3.30459
10,40,1,8,8,526,4.16711
10,40,2,8,8,496,4.16287
10,40,3,8,8,548,4.20432
10,40,4,8,8,426,4.05664
10,40,5,8,8,449,4.32618
10,40,6,8,8,475,4.17587
10,40,7,8,8,309,4.29966
10,40,8,8,8,579,3.96745
10,40,9,8,8,467,4.23552
10,40,10,8,8,524,4.45846
15,20,1,8,6,464,3.86126
15,20,2,8,8,327,4.93091
15,20,3,8,6,395,3.93473
15,20,4,8,7,467,6.16726
15,20,5,8,7,333,4.37191
15,20,6,8,7,453,4.59886
15,20,7,8,7,406,4.14828
15,20,8,8,8,472,5.22221
15,20,9,8,9,435,5.55931
15,20,10,8,8,576,4.95051
15,40,1,8,9,550,6.36135
15,40,2,8,9,526,10.9355
15,40,3,8,10,626,5.42904
15,40,4,8,10,519,6.56654
15,40,5,8,10,595,6.15883
15,40,6,8,10,625,7.16656
15,40,7,8,10,606,6.80297
15,40,8,8,9,588,6.02628
15,40,9,8,11,660,7.33427
15,40,10,8,10,681,6.96141
15,60,1,8,11,755,8.8935
15,60,2,8,12,671,10.4607
15,60,3,8,12,731,8.45782
15,60,4,8,10,606,7.57089
15,60,5,8,11,737,7.88881
15,60,6,8,11,750,7.92876
15,60,7,8,11,743,7.92969
15,60,8,8,11,768,7.88369
15,60,9,8,12,825,8.65514
15,60,10,8,11,593,8.20348
15,80,1,8,12,661,9.59772
15,80,2,8,12,702,9.28613
15,80,3,8,12,884,8.47647
15,80,4,8,12,776,12.547
15,80,5,8,12,828,16.9008
15,80,6,8,12,729,9.10794
15,80,7,8,12,862,8.86854
15,80,8,8,12,852,8.57728
15,80,9,8,12,777,8.61228
15,80,10,8,12,781,8.5118
15,100,1,8,13,837,10.7115
15,100,2,8,13,723,10.0994
15,100,3,8,13,805,9.99911
15,100,4,8,13,866,9.93743
15,100,5,8,13,835,10.2668
15,100,6,8,13,971,9.86306
15,100,7,8,14,865,10.5701
15,100,8,8,14,871,10.4122
15,100,9,8,14,877,10.1088
15,100,10,8,13,767,10.4645
20,20,1,8,9,430,6.53734
20,20,2,8,9,501,6.55276
20,20,3,8,10,662,6.97798
20,20,4,8,8,557,5.77073
20,20,5,8,9,487,7.4484
20,20,6,8,9,555,6.92343
20,20,7,8,8,410,5.67581
20,20,8,8,8,568,5.92639
20,20,9,8,7,454,5.46744
20,20,10,8,8,564,6.24558
20,40,1,8,12,801,10.3684
20,40,2,8,10,713,8.6003
20,40,3,8,11,819,13.446
20,40,4,8,11,564,8.4709
20,40,5,8,11,594,10.7191
20,40,6,8,12,771,9.25714
20,40,7,8,11,680,8.54194
20,40,8,8,12,745,9.69079
20,40,9,8,11,725,10.541
20,40,10,8,13,767,9.76632
20,60,1,8,14,1093,10.3059
20,60,2,8,13,827,14.1821
20,60,3,8,15,785,12.4003
20,60,4,8,13,984,15.3162
20,60,5,8,14,867,11.6026
20,60,6,8,13,732,10.6613
20,60,7,8,14,876,12.3131
20,60,8,8,13,844,11.5345
20,60,9,8,13,901,11.1579
20,60,10,8,14,762,10.9358
20,80,1,8,15,1058,13.6076
20,80,2,8,14,892,12.4891
20,80,3,8,14,939,12.2604
20,80,4,8,15,921,14.6095
20,80,5,8,15,856,13.4744
20,80,6,8,13,840,11.254
20,80,7,8,14,844,12.1217
20,80,8,8,15,983,14.2089
20,80,9,8,14,925,13.563
20,80,10,8,15,891,13.5741
20,100,1,8,16,933,16.9843
20,100,2,8,16,984,15.4941
20,100,3,8,14,969,12.9278
20,100,4,8,16,1014,15.4096
20,100,5,8,16,929,16.2756
20,100,6,8,14,773,12.8624
20,100,7,8,16,1102,14.3883
20,100,8,8,15,1077,13.292
20,100,9,8,16,1042,13.9249
20,100,10,8,16,1115,15.7946
20,120,1,8,16,959,15.0835
20,120,2,8,16,1068,35.1785
20,120,3,8,16,910,31.8103
20,120,4,8,17,1144,34.6231
20,120,5,8,16,1261,32.9954
20,120,6,8,16,1011,33.7382
20,120,7,8,16,1000,31.6014
20,120,8,8,16,1065,35.0462
20,120,9,8,16,964,34.4286
20,120,10,8,17,802,36.3601
25,40,1,8,13,837,27.3545
25,40,2,8,14,863,27.5208
25,40,3,8,13,965,38.1912
25,40,4,8,13,559,23.7207
25,40,5,8,13,729,25.7341
25,40,6,8,13,726,23.2161
25,40,7,8,13,949,33.1884
25,40,8,8,13,822,23.8325
25,40,9,8,14,817,31.4746
25,40,10,8,14,804,33.1583
25,80,1,8,17,1337,38.6929
25,80,2,8,17,917,39.1076
25,80,3,8,17,1171,58.7358
25,80,4,8,16,888,36.2952
25,80,5,8,17,1085,36.2596
25,80,6,8,15,993,31.9897
25,80,7,8,17,1154,36.0241
25,80,8,8,16,1039,54.4589
25,80,9,8,16,986,36.575
25,80,10,8,16,1085,43.4947
25,100,1,8,18,1223,39.0752
25,100,2,8,19,1212,42.1288
25,100,3,8,19,1243,53.9799
25,100,4,8,18,969,37.9844
25,100,5,8,18,834,38.691
25,100,6,8,18,1187,38.7281
25,100,7,8,18,922,44.3749
25,100,8,8,17,897,39.1036
25,100,9,8,18,1344,38.0275
25,100,10,8,18,1238,42.0442
25,150,1,8,21,1448,48.5852
25,150,2,8,19,1210,53.2467
25,150,3,8,21,1457,48.8481
25,150,4,8,19,1152,39.256
25,150,5,8,20,1244,42.3956
25,150,6,8,20,1151,25.3493
25,150,7,8,20,1132,20.9871
25,150,8,8,20,1082,20.4347
25,150,9,8,20,1277,21.0944
25,150,10,8,20,1521,23.0744
25,200,1,8,21,1446,26.0839
25,200,2,8,22,1214,26.6626
25,200,3,8,21,1220,18.6167
25,200,4,8,22,1592,17.6949
25,200,5,8,20,1304,26.5256
25,200,6,8,21,1458,27.4712
25,200,7,8,20,1313,26.1091
25,200,8,8,22,1708,20.1028
25,200,9,8,21,1371,21.5686
25,200,10,8,21,1152,23.8829
10,10,1,9,4,174,2.31118
10,10,2,9,5,159,2.44267
10,10,3,9,4,232,2.00015
10,10,4,9,4,184,2.08869
10,10,5,9,4,308,1.973
10,10,6,9,4,268,2.07731
10,10,7,9,4,220,1.96799
10,10,8,9,5,372,2.758
10,10,9,9,5,234,2.29382
10,10,10,9,4,215,2.37257
10,20,1,9,5,271,2.56507
10,20,2,9,7,257,3.47934
10,20,3,9,6,334,2.99947
10,20,4,9,6,311,3.1636
10,20,5,9,6,262,3.00146
10,20,6,9,6,323,2.82181
10,20,7,9,6,403,2.97246
10,20,8,9,6,458,3.56657
10,20,9,9,6,400,3.00547
10,20,10,9,6,388,2.94963
10,30,1,9,8,469,4.47765
10,30,2,9,7,563,4.01595
10,30,3,9,7,537,3.57995
10,30,4,9,8,325,4.44156
10,30,5,9,7,391,3.51413
10,30,6,9,7,386,3.92114
10,30,7,9,6,395,3.12753
10,30,8,9,7,447,3.70945
10,30,9,9,7,418,4.79594
10,30,10,9,7,445,4.48881
10,40,1,9,8,526,4.33407
10,40,2,9,8,496,4.24407
10,40,3,9,8,548,6.88666
10,40,4,9,8,426,10.6031
10,40,5,9,8,449,10.7712
10,40,6,9,8,475,10.3784
10,40,7,9,8,309,10.3213
10,40,8,9,8,579,10.0777
10,40,9,9,8,467,9.78952
10,40,10,9,8,524,11.0418
15,20,1,9,6,464,8.08465
15,20,2,9,8,327,12.3574
15,20,3,9,6,395,9.51542
15,20,4,9,7,467,16.9147
15,20,5,9,7,333,11.5254
15,20,6,9,7,453,10.4838
15,20,7,9,7,406,10.4946
15,20,8,9,8,472,12.1641
15,20,9,9,9,435,11.7921
15,20,10,9,8,576,11.2276
15,40,1,9,9,550,15.0811
15,40,2,9,10,549,15.875
15,40,3,9,10,626,17.5134
15,40,4,9,10,519,15.5964
15,40,5,9,10,595,14.4872
15,40,6,9,10,625,14.3976
15,40,7,9,10,606,14.7083
15,40,8,9,9,588,12.926
15,40,9,9,11,660,17.0293
15,40,10,9,10,681,14.6183
15,60,1,9,11,755,17.3265
15,60,2,9,12,671,20.2342
15,60,3,9,12,731,16.3985
15,60,4,9,10,606,19.98
15,60,5,9,11,737,24.6967
15,60,6,9,11,750,18.9621
15,60,7,9,11,743,19.1191
15,60,8,9,11,768,18.2611
15,60,9,9,12,825,20.6209
15,60,10,9,11,593,20.014
15,80,1,9,12,661,23.3405
15,80,2,9,12,702,21.2028
15,80,3,9,12,884,19.7814
15,80,4,9,12,776,20.8434
15,80,5,9,12,828,30.2282
15,80,6,9,12,729,20.5908
15,80,7,9,13,892,21.5098
15,80,8,9,12,852,21.2002
15,80,9,9,12,777,39.8582
15,80,10,9,12,781,19.9571
15,100,1,9,13,837,23.6955
15,100,2,9,13,723,23.7776
15,100,3,9,13,805,23.5183
15,100,4,9,13,866,22.0569
15,100,5,9,13,835,23.455
15,100,6,9,13,971,23.3562
15,100,7,9,14,865,25.0446
15,100,8,9,13,863,35.9307
15,100,9,9,14,877,22.694
15,100,10,9,13,767,23.6985
20,20,1,9,9,430,14.6321
20,20,2,9,9,501,15.3135
20,20,3,9,10,662,20.5009
20,20,4,9,8,557,15.264
20,20,5,9,9,487,11.7159
20,20,6,9,9,555,18.2797
20,20,7,9,8,410,13.9735
20,20,8,9,8,568,12.8614
20,20,9,9,7,454,11.5288
20,20,10,9,8,521,13.4396
20,40,1,9,12,793,21.904
20,40,2,9,10,713,25.2299
20,40,3,9,12,848,10.9188
20,40,4,9,11,564,10.0605
20,40,5,9,11,594,18.0699
20,40,6,9,11,726,10.6323
20,40,7,9,11,680,9.663
20,40,8,9,12,745,11.3805
20,40,9,9,11,725,11.2437
20,40,10,9,12,763,10.6405
20,60,1,9,14,1102,12.4165
20,60,2,9,13,827,12.2796
20,60,3,9,15,785,13.7752
20,60,4,9,14,984,13.1042
20,60,5,9,14,867,12.9924
20,60,6,9,13,732,12.388
20,60,7,9,14,876,13.8209
20,60,8,9,13,844,15.3133
20,60,9,9,13,901,10.6946
20,60,10,9,14,762,14.0807
20,80,1,9,15,1058,14.5335
20,80,2,9,14,892,13.7011
20,80,3,9,14,939,14.2585
20,80,4,9,15,921,17.2016
20,80,5,9,15,856,14.2892
20,80,6,9,13,840,13.7438
20,80,7,9,14,844,9.23367
20,80,8,9,15,983,14.8318
20,80,9,9,14,925,13.7156
20,80,10,9,14,849,13.2209
20,100,1,9,16,933,16.9332
20,100,2,9,16,984,16.5954
20,100,3,9,14,969,11.0215
20,100,4,9,15,1010,20.8944
20,100,5,9,16,929,14.9283
20,100,6,9,14,773,11.8059
20,100,7,9,16,1102,16.4591
20,100,8,9,15,1077,15.3456
20,100,9,9,16,1042,15.9821
20,100,10,9,16,1115,17.624
20,120,1,9,16,959,16.636
20,120,2,9,16,1068,13.0517
20,120,3,9,16,910,16.8542
20,120,4,9,16,1117,12.3908
20,120,5,9,16,1261,17.6576
20,120,6,9,16,1011,16.8673
20,120,7,9,16,1000,16.7314
20,120,8,9,17,1066,17.8049
20,120,9,9,16,964,18.4894
20,120,10,9,17,802,22.1004
25,40,1,9,13,837,15.4518
25,40,2,9,14,948,13.2478
25,40,3,9,13,977,12.5588
25,40,4,9,13,532,13.1041
25,40,5,9,13,729,13.4854
25,40,6,9,13,726,13.3238
25,40,7,9,13,949,12.9184
25,40,8,9,13,822,13.7277
25,40,9,9,14,817,13.0936
25,40,10,9,14,804,17.8623
25,80,1,9,17,1337,17.5475
25,80,2,9,17,917,18.8308
25,80,3,9,17,1162,22.2425
25,80,4,9,16,888,21.2064
25,80,5,9,17,1085,23.6196
25,80,6,9,15,993,21.5087
25,80,7,9,17,1154,23.9756
25,80,8,9,16,1039,22
25,80,9,9,16,986,23.8193
25,80,10,9,16,1085,24.1997
25,100,1,9,18,1223,27.8567
25,100,2,9,19,1212,28.2374
25,100,3,9,19,1243,42.5417
25,100,4,9,18,969,28.7646
25,100,5,9,18,834,31.1017
25,100,6,9,18,1187,28.5763
25,100,7,9,19,944,47.4056
25,100,8,9,17,897,30.3521
25,100,9,9,18,1344,32.2743
25,100,10,9,18,1238,31.072
25,150,1,9,19,1387,49.0601
25,150,2,9,19,1210,34.5424
25,150,3,9,21,1457,37.7334
25,150,4,9,19,1152,37.9207
25,150,5,9,21,1290,43.3054
25,150,6,9,20,1151,29.5151
25,150,7,9,20,1132,28.4344
25,150,8,9,19,1066,51.812
25,150,9,9,20,1277,37.8689
25,150,10,9,20,1540,40.1568
25,200,1,9,21,1446,38.1812
25,200,2,9,22,1226,42.6445
25,200,3,9,21,1220,40.1921
25,200,4,9,22,1592,42.1138
25,200,5,9,20,1304,39.2461
25,200,6,9,21,1458,38.8898
25,200,7,9,20,1313,38.7513
25,200,8,9,21,1662,64.838
25,200,9,9,21,1371,38.9219
25,200,10,9,21,1152,38.8429
10,10,1,10,4,174,2.13897
10,10,2,10,5,159,3.00441
10,10,3,10,4,232,2.21337
10,10,4,10,4,184,2.49697
10,10,5,10,4,308,2.16889
10,10,6,10,4,268,3.24258
10,10,7,10,4,220,3.22526
10,10,8,10,5,372,5.70723
10,10,9,10,5,234,6.27835
10,10,10,10,4,215,4.48991
10,20,1,10,5,271,7.10956
10,20,2,10,7,257,8.03474
10,20,3,10,6,334,7.70599
10,20,4,10,6,311,6.78263
10,20,5,10,6,262,7.70711
10,20,6,10,6,323,7.83036
10,20,7,10,6,403,9.29758
10,20,8,10,6,458,8.89752
10,20,9,10,6,400,7.04617
10,20,10,10,6,388,6.9286
10,30,1,10,8,439,10.2593
10,30,2,10,7,563,9.55838
