nodes,edges,instance,ants,n_nodes,value,time
10,30,3,10,7,537,10.3058
10,30,4,10,8,325,10.3017
10,30,5,10,7,391,8.46009
10,30,6,10,7,386,9.54207
10,30,7,10,6,395,7.44916
10,30,8,10,7,447,9.70362
10,30,9,10,7,418,8.63613
10,30,10,10,7,445,9.36931
10,40,1,10,8,526,10.5177
10,40,2,10,8,496,9.98828
10,40,3,10,8,557,10.2418
10,40,4,10,8,426,12.4949
10,40,5,10,8,449,11.0082
10,40,6,10,8,475,11.3769
10,40,7,10,8,309,11.5467
10,40,8,10,8,579,10.94
10,40,9,10,8,467,12.4502
10,40,10,10,8,524,11.2386
15,20,1,10,6,464,12.5649
15,20,2,10,8,327,12.7386
15,20,3,10,6,395,9.61272
15,20,4,10,7,467,11.9268
15,20,5,10,7,333,10.8841
15,20,6,10,7,453,10.5042
15,20,7,10,7,406,10.9906
15,20,8,10,8,472,12.1805
15,20,9,10,9,435,13.4082
15,20,10,10,8,576,12.988
15,40,1,10,9,550,14.8019
15,40,2,10,9,526,30.2892
15,40,3,10,10,626,20.6008
15,40,4,10,10,519,15.9244
15,40,5,10,10,595,17.5745
15,40,6,10,9,619,14.7637
15,40,7,10,10,606,16.5506
15,40,8,10,9,588,36.5505
15,40,9,10,11,660,21.389
15,40,10,10,10,681,16.1438
15,60,1,10,11,755,32.8193
15,60,2,10,12,671,22.5006
15,60,3,10,12,731,22.696
15,60,4,10,10,606,21.158
15,60,5,10,11,737,20.8704
15,60,6,10,11,750,19.3914
15,60,7,10,11,743,17.609
15,60,8,10,11,768,19.4382
15,60,9,10,12,825,21.2391
15,60,10,10,11,593,20.7501
15,80,1,10,12,661,23.417
15,80,2,10,12,702,21.5537
15,80,3,10,12,884,28.2716
15,80,4,10,12,776,24.9283
15,80,5,10,12,828,32.3057
15,80,6,10,12,697,22.1314
15,80,7,10,12,862,24.8831
15,80,8,10,12,852,20.2305
15,80,9,10,12,777,26.3885
15,80,10,10,12,750,22.1789
15,100,1,10,13,837,25.3182
15,100,2,10,13,723,21.5337
15,100,3,10,13,805,12.1138
15,100,4,10,13,866,12.7253
15,100,5,10,13,835,12.8032
15,100,6,10,13,971,12.7009
15,100,7,10,14,865,11.626
15,100,8,10,13,863,24.6779
15,100,9,10,14,877,15.0947
15,100,10,10,13,767,12.4255
20,20,1,10,9,430,8.12621
20,20,2,10,9,501,7.44465
20,20,3,10,10,662,8.77661
20,20,4,10,8,557,6.68438
20,20,5,10,9,487,8.36445
20,20,6,10,9,555,7.93867
20,20,7,10,8,410,6.5639
20,20,8,10,8,568,6.79352
20,20,9,10,7,454,7.33446
20,20,10,10,8,521,5.25873
20,40,1,10,12,801,11.0774
20,40,2,10,10,713,10.5969
20,40,3,10,12,848,12.2232
20,40,4,10,11,564,10.9766
20,40,5,10,11,594,16.6453
20,40,6,10,11,726,12.1656
20,40,7,10,11,680,10.9844
20,40,8,10,12,745,10.1648
20,40,9,10,11,725,10.3708
20,40,10,10,12,763,10.0793
20,60,1,10,14,1093,14.6392
20,60,2,10,13,827,24.1286
20,60,3,10,15,785,15.1503
20,60,4,10,13,984,18.6624
20,60,5,10,14,867,13.8175
20,60,6,10,13,732,12.5027
20,60,7,10,14,876,12.7082
20,60,8,10,13,844,11.8828
20,60,9,10,13,901,13.3779
20,60,10,10,14,762,15.6416
20,80,1,10,15,1058,16.7145
20,80,2,10,14,892,17.1763
20,80,3,10,14,939,15.2482
20,80,4,10,15,921,11.592
20,80,5,10,15,856,13.2362
20,80,6,10,13,840,14.4629
20,80,7,10,14,844,13.4874
20,80,8,10,15,983,14.8855
20,80,9,10,14,925,16.6326
20,80,10,10,14,849,15.8446
20,100,1,10,16,933,20.5376
20,100,2,10,16,984,18.0465
20,100,3,10,14,969,16.3534
20,100,4,10,15,1010,24.6532
20,100,5,10,16,929,15.2178
20,100,6,10,14,773,15.7024
20,100,7,10,16,1102,17.7448
20,100,8,10,15,1077,16.756
20,100,9,10,16,1042,17.7584
20,100,10,10,16,1115,17.4211
20,120,1,10,16,959,17.9566
20,120,2,10,16,1068,20.2277
20,120,3,10,16,910,14.4886
20,120,4,10,16,1117,22.8611
20,120,5,10,16,1261,28.7435
20,120,6,10,16,1011,24.6341
20,120,7,10,16,1000,23.6187
20,120,8,10,16,1065,24.4195
20,120,9,10,16,964,24.1434
20,120,10,10,17,802,25.9208
25,40,1,10,13,863,19.2522
25,40,2,10,14,948,20.2647
25,40,3,10,13,977,20.1947
25,40,4,10,13,559,19.9463
25,40,5,10,13,729,29.2455
25,40,6,10,13,726,21.6377
25,40,7,10,13,949,25.8826
25,40,8,10,13,822,18.3845
25,40,9,10,14,828,19.6724
25,40,10,10,14,804,23.9732
25,80,1,10,16,1309,52.3371
25,80,2,10,17,917,32.1352
25,80,3,10,17,1162,30.9783
25,80,4,10,16,888,25.2441
25,80,5,10,17,1085,29.8734
25,80,6,10,15,993,27.945
25,80,7,10,17,1154,31.6163
25,80,8,10,16,1039,28.4225
25,80,9,10,16,986,28.3259
25,80,10,10,16,1137,34.5744
25,100,1,10,18,1223,31.7665
25,100,2,10,19,1212,30.8004
25,100,3,10,19,1243,36.5409
25,100,4,10,18,969,31.7715
25,100,5,10,18,834,32.7647
25,100,6,10,18,1187,34.4694
25,100,7,10,19,944,40.3989
25,100,8,10,17,897,31.2686
25,100,9,10,18,1344,33.0648
25,100,10,10,18,1238,35.9345
25,150,1,10,21,1448,33.5033
25,150,2,10,19,1210,34.8069
25,150,3,10,20,1431,70.5632
25,150,4,10,19,1152,39.7453
25,150,5,10,20,1213,39.6277
25,150,6,10,20,1151,35.4111
25,150,7,10,20,1132,35.5283
25,150,8,10,20,1082,49.6726
25,150,9,10,20,1277,40.8539
25,150,10,10,20,1521,37.3492
25,200,1,10,21,1446,40.3791
25,200,2,10,22,1226,51.3847
25,200,3,10,21,1220,45.2638
25,200,4,10,22,1592,32.9164
25,200,5,10,20,1304,37.144
25,200,6,10,21,1458,41.2499
25,200,7,10,20,1313,42.4489
25,200,8,10,21,1662,61.0062
25,200,9,10,21,1371,34.4836
25,200,10,10,21,1152,47.336
10,10,1,11,4,174,5.23404
10,10,2,11,5,159,5.84174
10,10,3,11,4,232,5.16517
10,10,4,11,4,184,4.90526
10,10,5,11,4,308,6.03833
10,10,6,11,4,268,6.94948
10,10,7,11,4,220,3.59936
10,10,8,11,5,372,6.64558
10,10,9,11,5,234,7.1708
10,10,10,11,4,215,5.86035
10,20,1,11,5,271,7.57569
10,20,2,11,7,257,11.1324
10,20,3,11,6,334,7.68359
10,20,4,11,6,311,9.83034
10,20,5,11,6,262,14.2581
10,20,6,11,6,323,7.86836
10,20,7,11,6,403,8.7326
10,20,8,11,6,479,11.0495
10,20,9,11,6,400,8.10078
10,20,10,11,6,388,8.4039
10,30,1,11,8,469,10.9519
10,30,2,11,7,563,9.59719
10,30,3,11,7,537,10.5212
10,30,4,11,8,325,10.3787
10,30,5,11,7,391,9.50666
10,30,6,11,7,386,10.092
10,30,7,11,6,395,8.12657
10,30,8,11,7,447,9.72902
10,30,9,11,7,418,11.2528
10,30,10,11,7,445,10.7685
15,20,1,11,6,464,5.78174
15,20,2,11,8,327,7.57235
15,20,3,11,6,395,4.02409
15,20,4,11,7,467,6.90569
15,20,5,11,7,333,7.25313
15,20,6,11,7,453,7.97412
15,20,7,11,7,406,7.76159
15,20,8,11,8,460,8.94813
15,20,9,11,9,435,9.26486
15,20,10,11,8,576,9.22326
20,20,1,11,9,430,5.18164
20,20,2,11,9,501,5.12596
20,20,3,11,10,662,5.92392
20,20,4,11,8,557,4.64324
20,20,5,11,9,487,5.25967
20,20,6,11,9,555,5.23
20,20,7,11,8,410,4.41026
20,20,8,11,8,568,4.53476
20,20,9,11,7,454,4.07803
20,20,10,11,8,564,4.7134
10,10,1,12,4,174,5.66238
10,10,2,12,5,159,6.23408
10,10,3,12,4,232,5.99734
10,10,4,12,4,184,5.76429
10,10,5,12,4,308,5.68367
10,10,6,12,4,268,5.918
10,10,7,12,4,220,5.54826
10,10,8,12,5,372,7.01991
10,10,9,12,5,234,7.39794
10,10,10,12,4,215,5.45307
10,20,1,12,5,271,6.9308
10,20,2,12,7,257,9.7618
10,20,3,12,6,334,8.7133
10,20,4,12,6,311,6.88732
10,20,5,12,6,262,8.70618
10,20,6,12,6,323,9.18692
10,20,7,12,6,403,5.60565
10,20,8,12,6,458,8.77215
10,20,9,12,6,400,11.7454
10,20,10,12,6,388,10.202
10,30,1,12,8,439,9.12971
10,30,2,12,7,563,11.7101
10,30,3,12,7,537,9.39352
10,30,4,12,8,325,11.8992
10,30,5,12,7,391,11.1997
10,30,6,12,7,386,10.4825
10,30,7,12,6,395,8.17915
10,30,8,12,7,447,10.291
10,30,9,12,7,418,11.8703
10,30,10,12,7,445,10.8808
10,40,1,12,8,526,5.62929
10,40,2,12,8,496,5.19615
10,40,3,12,8,548,6.18929
10,40,4,12,8,426,5.76486
10,40,5,12,8,449,6.72251
10,40,6,12,8,475,6.46022
10,40,7,12,8,309,5.31152
10,40,8,12,8,579,5.80523
10,40,9,12,8,467,6.41975
10,40,10,12,8,524,5.9111
15,20,1,12,6,464,6.7372
15,20,2,12,8,327,6.97839
15,20,3,12,6,395,5.61986
15,20,4,12,7,467,6.31813
15,20,5,12,7,333,6.90672
15,20,6,12,7,453,6.01679
15,20,7,12,7,406,7.8179
15,20,8,12,8,472,9.60437
15,20,9,12,9,435,7.55619
15,20,10,12,8,576,5.07715
15,40,1,12,9,550,8.99584
15,40,2,12,10,549,9.78997
15,40,3,12,10,626,9.14043
15,40,4,12,10,519,9.1417
15,40,5,12,10,595,9.82636
15,40,6,12,10,625,9.49828
15,40,7,12,10,606,8.94424
15,40,8,12,9,588,8.59267
15,40,9,12,11,660,9.84924
15,40,10,12,10,681,9.92399
15,60,1,12,11,755,11.7554
15,60,2,12,12,671,10.9904
15,60,3,12,12,731,11.556
15,60,4,12,10,606,10.4502
15,60,5,12,11,737,12.2102
15,60,6,12,11,750,11.8705
15,60,7,12,11,743,11.6549
15,60,8,12,11,768,11.094
15,60,9,12,11,791,12.8379
15,60,10,12,11,593,10.6477
15,80,1,12,12,661,11.0211
15,80,2,12,12,702,12.1339
15,80,3,12,12,884,10.7907
15,80,4,12,12,776,12.2232
15,80,5,12,12,828,21.1793
15,80,6,12,12,729,12.7935
15,80,7,12,12,862,12.9095
15,80,8,12,12,852,15.6792
15,80,9,12,12,777,12.3624
15,80,10,12,12,750,10.6394
15,100,1,12,13,837,13.4016
15,100,2,12,13,723,12.6044
15,100,3,12,13,805,14.3322
15,100,4,12,13,884,14.197
15,100,5,12,13,835,15.7121
15,100,6,12,13,971,14.7391
15,100,7,12,14,865,16.4485
15,100,8,12,13,863,32.5394
15,100,9,12,14,877,16.6676
15,100,10,12,13,767,14.4743
20,20,1,12,9,430,9.22367
20,20,2,12,9,501,9.55358
20,20,3,12,10,662,10.7514
20,20,4,12,8,557,8.62926
20,20,5,12,9,487,9.83078
20,20,6,12,9,555,12.4186
20,20,7,12,8,410,8.58732
20,20,8,12,8,568,8.67762
20,20,9,12,7,454,6.1685
20,20,10,12,8,521,5.53685
20,40,1,12,12,793,13.8066
20,40,2,12,10,713,12.0608
20,40,3,12,12,848,14.6958
20,40,4,12,11,564,16.3223
20,40,5,12,12,615,17.7429
20,40,6,12,11,726,16.4029
20,40,7,12,11,680,18.7161
20,40,8,12,12,745,19.8802
20,40,9,12,11,725,17.4276
20,40,10,12,13,767,19.1122
20,60,1,12,14,1093,22.4889
20,60,2,12,14,866,23.9633
20,60,3,12,15,785,24.4916
20,60,4,12,13,984,23.9163
20,60,5,12,14,867,20.553
20,60,6,12,13,732,21.3689
20,60,7,12,14,876,23.084
20,60,8,12,13,844,25.3475
20,60,9,12,13,901,23.0118
20,60,10,12,14,762,23.8702
20,80,1,12,15,1058,26.0404
20,80,2,12,14,892,24.7681
20,80,3,12,14,939,24.899
20,80,4,12,15,921,27.2694
20,80,5,12,15,856,27.4021
20,80,6,12,13,840,14.4246
20,80,7,12,14,844,24.4486
20,80,8,12,15,983,31.2203
20,80,9,12,14,925,29.3532
20,80,10,12,14,849,25.5741
20,100,1,12,16,933,39.4474
20,100,2,12,16,984,31.2981
20,100,3,12,14,969,25.7714
20,100,4,12,16,1014,21.4311
20,100,5,12,16,929,23.9981
20,100,6,12,14,773,29.8832
20,100,7,12,16,1102,32.3083
20,100,8,12,15,1077,29.4022
20,100,9,12,16,1042,25.2829
20,100,10,12,16,1115,30.6006
20,120,1,12,16,959,30.3434
20,120,2,12,16,1068,30.7042
20,120,3,12,15,897,41.7545
20,120,4,12,16,1138,50.7114
20,120,5,12,16,1261,23.487
20,120,6,12,16,1011,33.3337
20,120,7,12,16,1000,31.2865
20,120,8,12,16,1065,33.3923
20,120,9,12,16,964,33.7547
20,120,10,12,17,802,31.5266
25,40,1,12,13,837,21.8737
25,40,2,12,14,863,24.5029
25,40,3,12,13,977,28.4041
25,40,4,12,13,532,24.2291
25,40,5,12,13,729,22.4449
25,40,6,12,13,726,18.2904
25,40,7,12,13,949,15.118
25,40,8,12,13,822,19.1076
25,40,9,12,14,804,25.2363
25,40,10,12,14,804,27.0064
25,80,1,12,16,1309,38.843
25,80,2,12,17,917,32.6684
25,80,3,12,17,1162,24.3726
25,80,4,12,16,888,21.2849
25,80,5,12,17,1085,34.5096
25,80,6,12,15,993,27.8027
25,80,7,12,17,1154,33.3381
25,80,8,12,16,1039,31.1607
25,80,9,12,16,986,29.0563
25,80,10,12,16,1085,25.6708
25,100,1,12,18,1223,37.6349
25,100,2,12,19,1212,27.6954
25,100,3,12,19,1243,35.6626
25,100,4,12,18,969,26.6211
25,100,5,12,18,834,26.5554
25,100,6,12,18,1187,34.0521
25,100,7,12,19,944,38.5767
25,100,8,12,17,897,32.5585
25,100,9,12,18,1344,27.5064
25,100,10,12,18,1238,41.5121
25,150,1,12,21,1448,49.645
25,150,2,12,19,1210,43.4265
25,150,3,12,21,1457,31.164
25,150,4,12,19,1152,44.949
25,150,5,12,20,1213,50.4561
25,150,6,12,20,1151,32.0895
25,150,7,12,20,1132,29.3389
25,150,8,12,20,1082,47.521
25,150,9,12,20,1277,47.6626
25,150,10,12,20,1540,36.2273
25,200,1,12,21,1446,33.341
25,200,2,12,22,1226,34.0648
25,200,3,12,21,1220,30.2942
25,200,4,12,22,1592,35.6874
25,200,5,12,20,1304,49.4681
25,200,6,12,21,1458,36.3633
25,200,7,12,20,1313,53.0781
25,200,8,12,21,1662,62.36
25,200,9,12,21,1371,36.7965
25,200,10,12,21,1152,41.0148
10,10,1,13,4,174,3.24763
10,10,2,13,5,159,3.60807
10,10,3,13,4,232,2.83111
10,10,4,13,4,184,3.0368
10,10,5,13,4,308,3.30851
10,10,6,13,4,268,3.32847
10,10,7,13,4,220,2.81059
10,10,8,13,5,372,3.8491
10,10,9,13,5,234,3.23085
10,10,10,13,4,215,2.92642
10,20,1,13,5,271,4.06992
10,20,2,13,7,257,5.16208
10,20,3,13,6,334,4.32349
10,20,4,13,6,311,4.02076
10,20,5,13,6,262,5.35046
10,20,6,13,6,323,4.69335
10,20,7,13,6,403,4.52401
10,20,8,13,6,479,4.93259
10,20,9,13,6,400,4.70769
10,20,10,13,6,388,4.28601
10,30,1,13,8,439,5.68194
10,30,2,13,7,563,6.44874
10,30,3,13,7,537,5.76288
10,30,4,13,8,325,5.87886
10,30,5,13,7,391,3.78432
10,30,6,13,7,386,6.07698
10,30,7,13,6,395,4.06542
10,30,8,13,7,447,4.662
10,30,9,13,7,418,5.29274
10,30,10,13,7,445,6.14276
10,40,1,13,8,526,6.83677
10,40,2,13,8,496,6.93134
10,40,3,13,8,548,7.40393
10,40,4,13,8,426,6.6546
10,40,5,13,8,449,6.93304
10,40,6,13,8,475,6.26959
10,40,7,13,8,309,6.9705
10,40,8,13,8,579,3.74264
10,40,9,13,8,467,4.29726
10,40,10,13,8,524,5.95809
15,20,1,13,6,464,5.66417
15,20,2,13,8,327,7.38968
15,20,3,13,6,395,6.01572
15,20,4,13,7,467,6.92953
15,20,5,13,7,333,7.3842
15,20,6,13,7,453,6.70852
15,20,7,13,7,450,9.02314
15,20,8,13,8,472,7.95538
15,20,9,13,9,435,10.4895
15,20,10,13,8,587,7.83129
15,40,1,13,9,550,8.54055
15,40,2,13,10,549,6.4215
15,40,3,13,10,626,9.92638
15,40,4,13,10,519,6.50343
15,40,5,13,10,595,7.92649
15,40,6,13,9,619,11.9911
15,40,7,13,10,606,9.72865
15,40,8,13,9,588,9.47054
15,40,9,13,11,660,11.4637
15,40,10,13,10,681,11.6768
15,60,1,13,11,755,12.7345
15,60,2,13,12,671,12.0175
15,60,3,13,12,731,11.1594
15,60,4,13,10,606,11.5792
15,60,5,13,11,737,10.7248
15,60,6,13,11,750,11.6122
15,60,7,13,11,743,13.9523
15,60,8,13,11,768,11.6696
15,60,9,13,11,791,12.4017
15,60,10,13,11,593,12.3671
15,80,1,13,12,661,13.905
15,80,2,13,12,702,17.373
15,80,3,13,12,884,14.3182
15,80,4,13,12,776,20.2968
15,80,5,13,12,828,15.3311
15,80,6,13,12,729,15.7157
15,80,7,13,12,862,14.8117
15,80,8,13,12,852,14.5703
15,80,9,13,12,777,14.2742
15,80,10,13,12,750,14.7055
15,100,1,13,13,837,15.2839
15,100,2,13,13,723,9.69228
15,100,3,13,13,805,11.9365
15,100,4,13,13,866,13.7193
15,100,5,13,13,835,18.1521
15,100,6,13,13,971,18.0323
15,100,7,13,14,865,19.7789
15,100,8,13,13,863,24.0569
15,100,9,13,14,877,20.4927
15,100,10,13,13,767,19.8022
20,20,1,13,9,430,13.1914
20,20,2,13,9,501,11.9074
20,20,3,13,10,662,15.1867
20,20,4,13,8,557,11.7014
20,20,5,13,9,487,14.2572
20,20,6,13,9,555,15.0968
20,20,7,13,8,410,11.289
20,20,8,13,8,568,11.9178
20,20,9,13,7,454,10.0951
20,20,10,13,8,521,27.6615
20,40,1,13,12,793,20.6198
20,40,2,13,10,713,18.6636
20,40,3,13,12,848,24.6047
20,40,4,13,11,564,19.4814
20,40,5,13,12,615,16.2872
20,40,6,13,11,726,21.5609
20,40,7,13,11,680,20.8326
20,40,8,13,12,745,23.6341
20,40,9,13,11,725,22.3151
20,40,10,13,12,763,18.7207
20,60,1,13,14,1093,23.1207
20,60,2,13,13,827,37.488
20,60,3,13,15,785,28.2782
20,60,4,13,13,984,36.9826
20,60,5,13,14,867,26.5218
20,60,6,13,13,732,28.3958
20,60,7,13,14,876,23.5152
20,60,8,13,13,844,27.7756
20,60,9,13,13,901,23.0912
20,60,10,13,14,762,25.7268
20,80,1,13,15,1058,28.7091
20,80,2,13,14,892,26.9863
20,80,3,13,14,939,29.5685
20,80,4,13,15,921,25.6831
20,80,5,13,15,856,23.2564
20,80,6,13,13,840,26.5832
20,80,7,13,14,844,27.8163
20,80,8,13,15,983,27.7993
20,80,9,13,14,925,27.3854
20,80,10,13,15,891,24.1633
20,100,1,13,16,933,31.7083
20,100,2,13,16,984,36.1011
20,100,3,13,14,969,31.8533
20,100,4,13,15,1010,38.8418
20,100,5,13,16,929,27.0459
20,100,6,13,14,773,17.2306
20,100,7,13,16,1102,33.6297
20,100,8,13,15,1077,40.3692
20,100,9,13,16,1042,36.5981
20,100,10,13,16,1115,31.7253
20,120,1,13,16,959,32.0977
20,120,2,13,16,1068,23.0338
20,120,3,13,15,897,31.9969
20,120,4,13,16,1117,36.3752
20,120,5,13,16,1261,31.7861
20,120,6,13,16,1011,34.0696
20,120,7,13,16,1000,27.7493
20,120,8,13,16,1065,27.2381
20,120,9,13,16,964,32.6983
20,120,10,13,17,802,25.1135
25,40,1,13,13,863,25.4322
25,40,2,13,13,939,25.6093
25,40,3,13,13,977,19.4127
25,40,4,13,13,532,24.9991
25,40,5,13,13,729,27.4068
25,40,6,13,13,726,28.0635
25,40,7,13,13,949,27.4009
25,40,8,13,13,822,22.5906
25,40,9,13,14,804,19.4482
25,40,10,13,14,804,25.6858
25,80,1,13,16,1309,38.9194
25,80,2,13,17,917,25.4516
25,80,3,13,17,1169,29.999
25,80,4,13,16,888,33.2837
25,80,5,13,17,1085,33.6088
25,80,6,13,15,993,35.8964
25,80,7,13,17,1154,42.1527
25,80,8,13,16,1039,36.6163
25,80,9,13,16,986,28.8324
25,80,10,13,16,1085,28.8227
25,100,1,13,18,1223,36.8788
25,100,2,13,19,1212,33.5725
25,100,3,13,19,1243,47.3837
25,100,4,13,18,969,26.2107
25,100,5,13,18,834,24.3804
25,100,6,13,18,1187,24.0572
25,100,7,13,18,922,35.0595
25,100,8,13,17,897,35.7386
25,100,9,13,16,1270,40.2022
25,100,10,13,18,1238,42.7268
25,150,1,13,21,1448,52.9792
25,150,2,13,19,1210,42.6531
25,150,3,13,21,1457,41.7498
25,150,4,13,19,1152,28.921
25,150,5,13,20,1213,44.4635
25,150,6,13,20,1151,35.0088
25,150,7,13,20,1132,36.4436
25,150,8,13,20,1082,48.1352
25,150,9,13,20,1277,32.9264
25,150,10,13,20,1540,30.692
25,200,1,13,21,1446,36.9671
25,200,2,13,22,1219,35.8558
25,200,3,13,21,1220,44.9654
25,200,4,13,22,1592,34.4177
25,200,5,13,20,1304,39.6206
25,200,6,13,21,1458,35.958
25,200,7,13,20,1313,44.3694
25,200,8,13,21,1662,69.7476
25,200,9,13,21,1371,38.3887
25,200,10,13,21,1152,33.6813
10,10,1,14,4,174,1.97531
10,10,2,14,5,159,3.81631
10,10,3,14,4,232,2.01522
10,10,4,14,4,184,2.8255
10,10,5,14,4,308,3.07125
10,10,6,14,4,268,3.48006
10,10,7,14,4,220,3.0267
10,10,8,14,5,372,4.06081
10,10,9,14,5,234,3.51701
10,10,10,14,4,215,3.28394
10,20,1,14,5,271,4.06363
10,20,2,14,7,257,5.47364
10,20,3,14,6,334,5.20395
10,20,4,14,6,311,5.30425
10,20,5,14,6,262,5.21124
10,20,6,14,6,323,4.68533
10,20,7,14,6,403,2.72547
10,20,8,14,6,458,3.91934
10,20,9,14,6,400,4.56862
10,20,10,14,6,388,4.41713
10,30,1,14,8,439,6.14855
10,30,2,14,7,563,6.74662
10,30,3,14,7,537,6.29172
10,30,4,14,8,325,6.96707
10,30,5,14,7,391,6.05999
10,30,6,14,7,386,5.87068
10,30,7,14,6,395,6.10216
10,30,8,14,7,447,5.56738
10,30,9,14,7,418,6.62948
10,30,10,14,7,445,5.72416
10,40,1,14,8,526,6.33721
10,40,2,14,8,496,6.63752
10,40,3,14,8,548,7.02484
10,40,4,14,8,426,6.19185
10,40,5,14,8,449,5.96204
10,40,6,14,8,475,6.70031
10,40,7,14,8,309,6.66123
10,40,8,14,8,579,6.89283
10,40,9,14,8,467,6.70911
10,40,10,14,8,524,6.85563
15,20,1,14,6,464,5.88244
15,20,2,14,8,327,8.09361
15,20,3,14,6,395,8.23344
15,20,4,14,7,467,6.77889
15,20,5,14,7,333,6.21315
15,20,6,14,7,453,6.68231
15,20,7,14,7,406,6.50722
15,20,8,14,8,472,6.28658
15,20,9,14,9,435,5.30577
15,20,10,14,8,576,7.52035
15,40,1,14,9,550,10.1654
15,40,2,14,10,549,10.8517
15,40,3,14,10,626,10.7908
15,40,4,14,10,519,10.9222
15,40,5,14,10,595,11.2342
15,40,6,14,10,625,11.1462
15,40,7,14,10,606,12.5733
15,40,8,14,9,588,9.56427
15,40,9,14,11,660,11.4713
15,40,10,14,10,681,10.7639
15,60,1,14,11,755,9.37781
15,60,2,14,12,671,15.1887
15,60,3,14,12,731,15.0741
15,60,4,14,10,606,12.5831
15,60,5,14,11,737,12.8054
15,60,6,14,11,750,14.2209
15,60,7,14,11,743,12.3804
15,60,8,14,11,768,10.1791
15,60,9,14,12,825,12.1546
15,60,10,14,11,593,11.9457
15,80,1,14,12,661,17.7353
15,80,2,14,12,702,17.4159
15,80,3,14,12,884,18.2684
15,80,4,14,12,776,22.5267
15,80,5,14,12,828,22.7285
15,80,6,14,12,697,18.8721
15,80,7,14,12,862,19.5472
15,80,8,14,12,852,22.0419
15,80,9,14,12,777,21.9767
15,80,10,14,12,750,20.7145
15,100,1,14,13,837,21.5698
15,100,2,14,13,723,23.9252
15,100,3,14,13,805,23.201
15,100,4,14,13,866,26.6956
15,100,5,14,13,835,23.672
15,100,6,14,13,971,23.9583
15,100,7,14,14,865,25.3128
15,100,8,14,13,863,29.4742
15,100,9,14,14,877,24.2117
15,100,10,14,13,767,22.6272
20,20,1,14,9,430,15.124
20,20,2,14,9,501,17.9113
20,20,3,14,10,662,18.1991
20,20,4,14,8,557,13.1533
20,20,5,14,9,487,17.8186
20,20,6,14,9,555,24.0082
20,20,7,14,8,410,16.7611
20,20,8,14,8,568,14.975
20,20,9,14,7,454,13.5124
20,20,10,14,8,564,15.3936
20,40,1,14,12,793,26.3384
20,40,2,14,10,713,20.7084
20,40,3,14,12,839,23.2342
20,40,4,14,11,564,17.9197
20,40,5,14,11,594,19.5199
20,40,6,14,11,726,22.0197
20,40,7,14,11,680,21.22
20,40,8,14,12,745,21.7597
20,40,9,14,11,725,19.9516
20,40,10,14,13,767,25.6702
20,60,1,14,14,1093,22.4382
20,60,2,14,14,866,23.675
20,60,3,14,15,785,29.5044
20,60,4,14,14,984,31.3497
20,60,5,14,14,867,26.9208
20,60,6,14,13,732,23.576
20,60,7,14,14,876,27.5126
20,60,8,14,13,844,26.3251
20,60,9,14,13,901,24.1196
20,60,10,14,14,762,31.1014
20,80,1,14,15,1058,36.364
20,80,2,14,14,892,30.5951
20,80,3,14,14,939,27.3527
20,80,4,14,15,921,22.5613
20,80,5,14,15,856,30.4323
20,80,6,14,13,840,27.1274
20,80,7,14,14,844,29.8353
20,80,8,14,15,983,34.4385
20,80,9,14,14,925,19.1089
20,80,10,14,14,849,26.7091
20,100,1,14,16,933,37.7619
20,100,2,14,16,984,25.6204
20,100,3,14,14,969,28.2334
20,100,4,14,16,1014,30.4863
20,100,5,14,16,929,29.6923
20,100,6,14,14,773,29.9817
20,100,7,14,16,1102,30.8108
20,100,8,14,15,1077,29.9586
20,100,9,14,16,1042,31.5096
20,100,10,14,16,1115,24.3391
20,120,1,14,16,959,22.613
20,120,2,14,16,1068,32.3334
20,120,3,14,15,897,34.4818
20,120,4,14,16,1117,24.3571
20,120,5,14,16,1261,36.8467
20,120,6,14,16,1011,22.2562
20,120,7,14,16,1000,25.2648
20,120,8,14,16,1065,41.9132
20,120,9,14,16,964,33.4773
20,120,10,14,17,802,34.0858
25,40,1,14,13,837,21.0816
25,40,2,14,14,863,23.2388
25,40,3,14,13,977,33.7202
25,40,4,14,13,532,26.2074
25,40,5,14,13,729,22.8667
25,40,6,14,13,726,27.048
25,40,7,14,13,949,20.0187
25,40,8,14,13,822,17.3435
25,40,9,14,14,804,26.473
25,40,10,14,14,804,27.8351
25,80,1,14,17,1337,37.47
25,80,2,14,17,917,24.9396
25,80,3,14,17,1162,26.2487
25,80,4,14,16,888,43.0625
25,80,5,14,17,1085,46.7889
25,80,6,14,15,993,28.6247
25,80,7,14,17,1154,25.4171
25,80,8,14,15,1059,23.7851
25,80,9,14,16,986,33.3468
25,80,10,14,16,1085,25.2646
25,100,1,14,18,1223,28.594
25,100,2,14,19,1212,40.7869
25,100,3,14,20,1255,34.888
25,100,4,14,18,969,26.9941
25,100,5,14,18,834,27.5338
25,100,6,14,18,1187,42.0535
25,100,7,14,19,951,45.0889
25,100,8,14,17,897,26.7507
25,100,9,14,16,1270,48.1129
25,100,10,14,18,1238,34.6705
25,150,1,14,21,1448,49.0408
25,150,2,14,19,1210,29.8002
25,150,3,14,19,1384,32.3482
25,150,4,14,19,1152,30.8469
25,150,5,14,20,1213,48.3146
25,150,6,14,20,1151,48.7935
25,150,7,14,20,1132,30.8655
