nodes,edges,instance,beta,n_nodes,value,time
150,500,7,0.6,102,6212,1607.89
150,500,7,0.8,102,6210,1095.3
150,500,7,1,99,6081,1776.44
150,500,7,1.2,102,6212,1393.64
150,500,7,1.4,102,6166,882.594
150,500,7,1.6,100,6184,1154.57
150,500,7,1.8,102,6166,605.293
150,500,7,2,97,6066,665.577
150,500,8,0.2,100,5968,1786.35
150,500,8,0.4,100,5987,1447.89
150,500,8,0.6,101,5961,1202.95
150,500,8,0.8,101,5969,1013.99
150,500,8,1,101,5970,1874.16
150,500,8,1.2,101,5973,2463.43
150,500,8,1.4,100,5989,1165.73
150,500,8,1.6,101,5998,1015.7
150,500,8,1.8,100,5968,1184.49
150,500,8,2,101,5973,585.291
150,500,9,0.2,98,6139,1395.23
150,500,9,0.4,98,6139,1052.34
150,500,9,0.6,99,6228,1021.75
150,500,9,0.8,98,6180,1422.48
150,500,9,1,100,6231,1308.81
150,500,9,1.2,98,6151,1908.59
150,500,9,1.4,100,6270,907.076
150,500,9,1.6,100,6254,887.064
150,500,9,1.8,100,6254,948.933
150,500,9,2,98,6139,1089.95
150,500,10,0.2,99,6104,1047.98
150,500,10,0.4,100,6121,1199.61
150,500,10,0.6,99,6102,1242.18
150,500,10,0.8,99,6067,939.657
150,500,10,1,98,6113,1274.85
150,500,10,1.2,99,6104,1176.89
150,500,10,1.4,99,6053,1197.74
150,500,10,1.6,99,6052,1672.46
150,500,10,1.8,97,6113,955.434
150,500,10,2,99,6052,713.787
150,750,1,0.2,110,7006,1303.79
150,750,1,0.4,111,7027,1606.33
150,750,1,0.6,107,6919,2172.42
150,750,1,0.8,109,6973,2047.77
150,750,1,1,110,7003,1177.07
150,750,1,1.2,110,7006,1486.46
150,750,1,1.4,110,7023,1351.93
150,750,1,1.6,110,6959,2277.19
150,750,1,1.8,110,7003,527.896
150,750,1,2,110,7006,589.067
150,750,2,0.2,109,6774,1435.47
150,750,2,0.4,109,6746,1433.27
150,750,2,0.6,110,6796,1080.1
150,750,2,0.8,109,6746,1892.97
150,750,2,1,109,6746,1388.19
150,750,2,1.2,109,6774,1380.77
150,750,2,1.4,109,6746,1160.86
150,750,2,1.6,109,6774,1746.07
150,750,2,1.8,110,6796,834.069
150,750,2,2,109,6746,2152.42
150,750,3,0.2,112,6937,1855.38
150,750,3,0.4,112,6933,1370.09
150,750,3,0.6,112,6933,1138.57
150,750,3,0.8,116,6987,1324.5
150,750,3,1,114,6943,1438.74
150,750,3,1.2,112,6933,1428.5
150,750,3,1.4,112,6933,1362.04
150,750,3,1.6,112,6933,1908.17
150,750,3,1.8,114,6991,495.295
150,750,3,2,111,6884,1166.23
150,750,4,0.2,110,7356,1048.58
150,750,4,0.4,109,7363,1030.89
150,750,4,0.6,110,7477,1029
150,750,4,0.8,110,7356,1087.63
150,750,4,1,109,7368,1044.47
150,750,4,1.2,110,7356,1308.37
150,750,4,1.4,110,7383,1694.16
150,750,4,1.6,110,7356,986.97
150,750,4,1.8,109,7368,1178.39
150,750,4,2,110,7418,753.565
150,750,5,0.2,111,7278,1092.56
150,750,5,0.4,110,7229,1019.91
150,750,5,0.6,110,7234,1140.41
150,750,5,0.8,110,7234,1021.7
150,750,5,1,111,7273,1086.66
150,750,5,1.2,111,7278,1257.26
150,750,5,1.4,110,7234,1015.47
150,750,5,1.6,110,7229,1016.47
150,750,5,1.8,110,7234,919.262
150,750,5,2,110,7234,480.4
150,750,6,0.2,109,7503,1273.73
150,750,6,0.4,107,7362,1447.14
150,750,6,0.6,108,7398,1394.69
150,750,6,0.8,110,7524,1241.06
150,750,6,1,107,7362,1211.39
150,750,6,1.2,108,7425,1714.53
150,750,6,1.4,109,7580,1818.19
150,750,6,1.6,108,7406,1132.92
150,750,6,1.8,108,7406,663.547
150,750,6,2,108,7406,485.823
150,750,7,0.2,110,6935,1423.96
150,750,7,0.4,112,6974,1621.26
150,750,7,0.6,111,7041,1446.99
150,750,7,0.8,111,6994,1243.16
150,750,7,1,111,6962,1142.9
150,750,7,1.2,111,7050,1212.86
150,750,7,1.4,112,7037,1073.95
150,750,7,1.6,112,6974,987.884
150,750,7,1.8,112,6989,646.057
150,750,7,2,111,6946,831.677
150,750,8,0.2,109,7018,1196.55
150,750,8,0.4,109,7029,1591.95
150,750,8,0.6,108,7072,1391.68
150,750,8,0.8,108,7076,2404.16
150,750,8,1,110,7130,1200.47
150,750,8,1.2,109,7021,1247.78
150,750,8,1.4,110,7071,1121.02
150,750,8,1.6,108,6949,1240.94
150,750,8,1.8,109,7002,1332.52
150,750,8,2,108,6991,886.795
150,750,9,0.2,110,7195,1540.64
150,750,9,0.4,110,7178,1269.8
150,750,9,0.6,109,7150,1398.55
150,750,9,0.8,108,7072,1701.93
150,750,9,1,109,7128,1288.53
150,750,9,1.2,110,7195,1099.85
150,750,9,1.4,109,7117,1118.34
150,750,9,1.6,108,7101,1285.47
150,750,9,1.8,109,7104,706.517
150,750,9,2,110,7178,488.893
150,750,10,0.2,109,7313,1457.39
150,750,10,0.4,110,7289,1404.45
150,750,10,0.6,111,7462,1073.55
150,750,10,0.8,110,7413,2142.04
150,750,10,1,110,7314,2473.74
150,750,10,1.2,112,7446,1103.57
150,750,10,1.4,111,7426,1353.89
150,750,10,1.6,112,7454,1077.5
150,750,10,1.8,112,7454,841.431
150,750,10,2,111,7446,1088.13
150,1000,1,0.2,115,7261,1580.39
150,1000,1,0.4,115,7199,1337.89
150,1000,1,0.6,116,7318,1715.75
150,1000,1,0.8,116,7324,1200.53
150,1000,1,1,116,7223,1509.73
150,1000,1,1.2,116,7284,1868.4
150,1000,1,1.4,116,7259,2011.55
150,1000,1,1.6,117,7273,1249.17
150,1000,1,1.8,117,7288,1667.9
150,1000,1,2,117,7288,962.995
150,1000,2,0.2,119,7966,1928.58
150,1000,2,0.4,118,7940,2092.81
150,1000,2,0.6,118,7940,1365.97
150,1000,2,0.8,118,7843,1901.73
150,1000,2,1,118,7843,1655.84
150,1000,2,1.2,119,7866,1535.46
150,1000,2,1.4,118,7893,1269.94
150,1000,2,1.6,118,7929,1298.58
150,1000,2,1.8,118,7791,823.11
150,1000,2,2,118,7770,495.832
150,1000,3,0.2,118,7760,2411.44
150,1000,3,0.4,119,7822,1258.49
150,1000,3,0.6,119,7800,1340.53
150,1000,3,0.8,118,7825,2230.82
150,1000,3,1,119,7884,1266.88
150,1000,3,1.2,120,7820,1298.31
150,1000,3,1.4,119,7854,1340.58
150,1000,3,1.6,118,7780,2575.03
150,1000,3,1.8,119,7829,557.682
150,1000,3,2,119,7837,548.845
150,1000,4,0.2,117,7317,1606.2
150,1000,4,0.4,118,7313,1732.08
150,1000,4,0.6,115,7241,1309.25
150,1000,4,0.8,116,7325,1428.14
150,1000,4,1,118,7357,1449.85
150,1000,4,1.2,115,7241,1437.86
150,1000,4,1.4,118,7342,1277.83
150,1000,4,1.6,119,7371,1384.03
150,1000,4,1.8,118,7366,1004.39
150,1000,4,2,115,7236,990.795
150,1000,5,0.2,117,6932,1381.71
150,1000,5,0.4,117,6958,1947.32
150,1000,5,0.6,117,6975,1659.97
150,1000,5,0.8,115,6793,4194.86
150,1000,5,1,115,6793,1947.78
150,1000,5,1.2,115,6781,1603.87
150,1000,5,1.4,115,6781,1924.43
150,1000,5,1.6,115,6790,2150.28
150,1000,5,1.8,116,6906,1185.82
150,1000,5,2,115,6793,2726.15
150,1000,6,0.2,117,7207,1482.23
150,1000,6,0.4,120,7266,1172.52
150,1000,6,0.6,117,7177,1178.71
150,1000,6,0.8,117,7156,2189.23
150,1000,6,1,116,7067,1400.6
150,1000,6,1.2,119,7177,1121.69
150,1000,6,1.4,115,7060,1466.36
150,1000,6,1.6,115,7060,1427.03
150,1000,6,1.8,115,7060,1241.33
150,1000,6,2,117,7179,997.308
150,1000,7,0.2,119,7777,1154.78
150,1000,7,0.4,118,7653,1237.44
150,1000,7,0.6,116,7711,2190.69
150,1000,7,0.8,118,7657,1274.98
150,1000,7,1,119,7794,1221.59
150,1000,7,1.2,118,7653,1384.83
150,1000,7,1.4,118,7657,1788.33
150,1000,7,1.6,118,7653,1438.49
150,1000,7,1.8,118,7649,1170.97
150,1000,7,2,118,7769,1956.92
150,1000,8,0.2,118,7616,1139.28
150,1000,8,0.4,114,7495,2369.7
150,1000,8,0.6,117,7593,1623.87
150,1000,8,0.8,117,7453,1978.87
150,1000,8,1,119,7553,1223.03
150,1000,8,1.2,119,7639,1135.94
150,1000,8,1.4,117,7560,1554.78
150,1000,8,1.6,117,7592,3140.19
150,1000,8,1.8,114,7511,1038.84
150,1000,8,2,117,7560,1115.64
150,1000,9,0.2,116,7584,1401.66
150,1000,9,0.4,117,7624,1366.59
150,1000,9,0.6,113,7381,2098.57
150,1000,9,0.8,116,7533,1223.53
150,1000,9,1,114,7424,1357.74
150,1000,9,1.2,116,7533,1151.93
150,1000,9,1.4,116,7533,1179.9
150,1000,9,1.6,116,7533,1121.97
150,1000,9,1.8,118,7652,576.271
150,1000,9,2,116,7533,624.566
150,1000,10,0.2,119,7431,1492.17
150,1000,10,0.4,119,7431,1210.34
150,1000,10,0.6,119,7431,1583.88
150,1000,10,0.8,119,7431,1388.59
150,1000,10,1,118,7399,1664.42
150,1000,10,1.2,118,7399,1397.7
150,1000,10,1.4,118,7394,2340.02
150,1000,10,1.6,118,7414,1812.41
150,1000,10,1.8,119,7446,1595.3
150,1000,10,2,118,7399,1243.16
150,2000,1,0.2,131,8559,1488.06
150,2000,1,0.4,132,8634,1986.77
150,2000,1,0.6,132,8670,1479.83
150,2000,1,0.8,130,8519,2686.96
150,2000,1,1,131,8546,2442.96
150,2000,1,1.2,131,8559,1530.7
150,2000,1,1.4,129,8566,1878.8
150,2000,1,1.6,132,8597,3419.63
150,2000,1,1.8,131,8546,1257.8
150,2000,1,2,132,8634,1312.74
150,2000,2,0.2,130,8073,1740.96
150,2000,2,0.4,130,7972,1606.37
150,2000,2,0.6,131,8050,1482.3
150,2000,2,0.8,129,8013,1782.19
150,2000,2,1,130,8042,2140.5
150,2000,2,1.2,130,8066,1642.48
150,2000,2,1.4,130,8003,2253.26
150,2000,2,1.6,132,8132,1578.07
150,2000,2,1.8,131,8055,729.572
150,2000,2,2,131,8076,865.472
150,2000,3,0.2,130,8223,2726.8
150,2000,3,0.4,129,8169,1646.35
150,2000,3,0.6,129,8169,1463.07
150,2000,3,0.8,130,8370,2235.17
150,2000,3,1,129,8169,1485.43
150,2000,3,1.2,129,8169,1449.11
150,2000,3,1.4,129,8169,1463.25
150,2000,3,1.6,129,8169,1464.47
150,2000,3,1.8,129,8224,1356.77
150,2000,3,2,129,8169,1883.52
150,2000,4,0.2,130,8478,1472.08
150,2000,4,0.4,129,8404,1467
150,2000,4,0.6,130,8454,1672.58
150,2000,4,0.8,129,8404,1992.1
150,2000,4,1,129,8404,2078.13
150,2000,4,1.2,130,8458,1514.38
150,2000,4,1.4,130,8454,1703.41
150,2000,4,1.6,130,8493,1717.13
150,2000,4,1.8,129,8404,1435.84
150,2000,4,2,130,8430,1166.92
150,2000,5,0.2,130,8834,1657.95
150,2000,5,0.4,129,8845,1523.72
150,2000,5,0.6,130,8900,1579.55
150,2000,5,0.8,129,8783,1825.33
150,2000,5,1,130,8900,1498.53
150,2000,5,1.2,132,8940,1477.12
150,2000,5,1.4,129,8807,1458.08
150,2000,5,1.6,130,8884,1519.51
150,2000,5,1.8,129,8783,1017.7
150,2000,5,2,131,8924,656.862
150,2000,6,0.2,131,8232,2238.18
150,2000,6,0.4,131,8232,2999.51
150,2000,6,0.6,131,8221,2214.38
150,2000,6,0.8,130,8181,1603.34
150,2000,6,1,130,8191,2178.15
150,2000,6,1.2,131,8221,1477
150,2000,6,1.4,132,8322,1475.08
150,2000,6,1.6,130,8181,1859.28
150,2000,6,1.8,130,8181,1881.73
150,2000,6,2,132,8281,1011.11
150,2000,7,0.2,132,8514,2519.65
150,2000,7,0.4,130,8371,1487.13
150,2000,7,0.6,131,8390,1757.22
150,2000,7,0.8,131,8405,1492.8
150,2000,7,1,131,8377,3750.74
150,2000,7,1.2,131,8447,1778.47
150,2000,7,1.4,130,8405,1955.4
150,2000,7,1.6,131,8447,1506.25
150,2000,7,1.8,131,8447,662.12
150,2000,7,2,132,8456,705.242
150,2000,8,0.2,128,8604,1630.97
150,2000,8,0.4,130,8826,2342.24
150,2000,8,0.6,128,8621,2293.16
150,2000,8,0.8,130,8778,1965.23
150,2000,8,1,128,8621,1782.11
150,2000,8,1.2,128,8621,1660.8
150,2000,8,1.4,128,8621,1862.3
150,2000,8,1.6,130,8820,1562.8
150,2000,8,1.8,130,8737,903.669
150,2000,8,2,130,8733,1093.14
150,2000,9,0.2,131,8605,1515.17
150,2000,9,0.4,130,8577,2156.14
150,2000,9,0.6,131,8623,1945.26
150,2000,9,0.8,130,8549,2885.85
150,2000,9,1,129,8564,2062.16
150,2000,9,1.2,131,8662,2007.48
150,2000,9,1.4,129,8523,1687.38
150,2000,9,1.6,132,8661,1465.84
150,2000,9,1.8,131,8605,1550.22
150,2000,9,2,131,8605,971.529
150,2000,10,0.2,127,8827,2456.07
150,2000,10,0.4,130,9010,1475.03
150,2000,10,0.6,128,8842,1828.96
150,2000,10,0.8,129,8985,1836.45
150,2000,10,1,129,8943,1561.22
150,2000,10,1.2,130,8999,1750.75
150,2000,10,1.4,129,8906,1609.25
150,2000,10,1.6,130,8961,1471.76
150,2000,10,1.8,128,8848,1630.22
150,2000,10,2,129,8906,2136.81
150,3000,1,0.2,135,8988,1774.08
150,3000,1,0.4,135,9057,1774.69
150,3000,1,0.6,135,8973,2829.05
150,3000,1,0.8,137,9152,2686.83
150,3000,1,1,135,8988,1952.39
150,3000,1,1.2,135,8973,2551.58
150,3000,1,1.4,135,8988,1783.75
150,3000,1,1.6,135,9021,2718.65
150,3000,1,1.8,135,8973,1875.47
150,3000,1,2,135,8973,2221.27
150,3000,2,0.2,134,9079,1837.03
150,3000,2,0.4,137,9236,1831.48
150,3000,2,0.6,137,9252,1844.69
150,3000,2,0.8,137,9255,1827.59
150,3000,2,1,137,9232,1792.76
150,3000,2,1.2,134,9062,3768.97
150,3000,2,1.4,137,9221,1930.16
150,3000,2,1.6,135,9109,3418.27
150,3000,2,1.8,135,9109,821.332
150,3000,2,2,137,9232,784.583
150,3000,3,0.2,136,9140,2892.72
150,3000,3,0.4,136,9098,2007.96
150,3000,3,0.6,136,9098,2262.61
150,3000,3,0.8,138,9244,2110.3
150,3000,3,1,138,9294,2028.66
150,3000,3,1.2,137,9195,2902.12
150,3000,3,1.4,137,9190,2938.3
150,3000,3,1.6,137,9195,1842.59
150,3000,3,1.8,134,9013,1003.98
150,3000,3,2,136,9098,803.122
150,3000,4,0.2,133,8985,3123.86
150,3000,4,0.4,134,9001,1804.27
150,3000,4,0.6,134,8990,1782.29
150,3000,4,0.8,134,9001,2013.59
150,3000,4,1,134,8990,1950.99
150,3000,4,1.2,133,8985,1804.07
150,3000,4,1.4,134,8990,1758.46
150,3000,4,1.6,133,8985,2244.86
150,3000,4,1.8,134,8997,770.163
150,3000,4,2,136,9142,1140.72
150,3000,5,0.2,134,8917,2139.32
150,3000,5,0.4,134,8928,5461.96
150,3000,5,0.6,134,8917,2434.97
150,3000,5,0.8,135,9007,3385.29
150,3000,5,1,135,8975,2547.96
150,3000,5,1.2,136,8944,1810.01
150,3000,5,1.4,136,8944,4520.66
150,3000,5,1.6,136,9014,1871.64
150,3000,5,1.8,136,9030,991.916
150,3000,5,2,134,8937,2024.8
150,3000,6,0.2,135,8483,2099.13
150,3000,6,0.4,135,8495,1804.1
150,3000,6,0.6,135,8495,2240.42
150,3000,6,0.8,137,8610,2414.45
150,3000,6,1,135,8483,2262.94
150,3000,6,1.2,135,8483,3377.32
150,3000,6,1.4,136,8558,1793.82
150,3000,6,1.6,135,8483,1969.79
150,3000,6,1.8,135,8483,824.365
150,3000,6,2,135,8495,2118.06
150,3000,7,0.2,136,8560,2294.68
150,3000,7,0.4,137,8639,2917.03
150,3000,7,0.6,135,8500,1791.49
150,3000,7,0.8,135,8548,1854.16
150,3000,7,1,136,8558,2228.9
150,3000,7,1.2,135,8548,1812.5
150,3000,7,1.4,136,8572,1853.32
150,3000,7,1.6,136,8582,2179.75
150,3000,7,1.8,136,8560,781.084
150,3000,7,2,136,8572,1301.75
150,3000,8,0.2,137,8889,1789.18
150,3000,8,0.4,134,8607,1807.31
150,3000,8,0.6,134,8607,1861.92
150,3000,8,0.8,136,8763,1795.41
150,3000,8,1,134,8607,1810.47
150,3000,8,1.2,136,8763,1795.68
150,3000,8,1.4,136,8763,1785.64
150,3000,8,1.6,136,8844,3203.41
150,3000,8,1.8,137,8869,775.426
150,3000,8,2,134,8607,1052.43
150,3000,9,0.2,137,8632,1804.02
150,3000,9,0.4,137,8584,1798.99
150,3000,9,0.6,137,8632,2382.55
150,3000,9,0.8,138,8658,1887.75
150,3000,9,1,137,8600,1807.54
150,3000,9,1.2,136,8551,2018.97
150,3000,9,1.4,137,8622,1860.65
150,3000,9,1.6,137,8593,1783.59
150,3000,9,1.8,137,8632,785.163
150,3000,9,2,136,8553,1620.41
150,3000,10,0.2,137,9597,1804.48
150,3000,10,0.4,136,9528,2543.96
150,3000,10,0.6,137,9568,2682.36
150,3000,10,0.8,137,9603,2450.8
150,3000,10,1,138,9672,1790.45
150,3000,10,1.2,138,9672,2220.59
150,3000,10,1.4,136,9568,2456.81
150,3000,10,1.6,137,9628,1951.51
150,3000,10,1.8,136,9559,1287.88
150,3000,10,2,136,9551,1575.39
200,250,1,0.2,93,5737,2545.52
200,250,1,0.4,94,5764,1091.45
200,250,1,0.6,92,5745,1490.04
200,250,1,0.8,94,5764,1534.19
200,250,1,1,94,5764,1262.92
200,250,1,1.2,94,5764,1135.74
200,250,1,1.4,93,5779,1325.63
200,250,1,1.6,93,5779,1608.33
200,250,1,1.8,93,5737,869.638
200,250,1,2,92,5732,1360.35
200,250,2,0.2,95,5415,1191.29
200,250,2,0.4,95,5412,1128.67
200,250,2,0.6,94,5425,1093.81
200,250,2,0.8,93,5326,1863.19
200,250,2,1,93,5341,1255.18
200,250,2,1.2,93,5341,1676.34
200,250,2,1.4,94,5419,1639.26
200,250,2,1.6,93,5326,1601.03
200,250,2,1.8,93,5372,946.754
200,250,2,2,93,5341,464.078
200,250,3,0.2,89,5061,1880.74
200,250,3,0.4,89,5061,2578.48
200,250,3,0.6,89,5061,1757.63
200,250,3,0.8,89,5083,1279.95
200,250,3,1,89,5104,2666.77
200,250,3,1.2,89,5061,2113.35
200,250,3,1.4,89,5068,1421.27
200,250,3,1.6,91,5184,1274.46
200,250,3,1.8,91,5192,1900.35
200,250,3,2,89,5061,875.591
200,250,4,0.2,92,5251,1380.5
200,250,4,0.4,94,5245,1081.98
200,250,4,0.6,94,5245,1934.96
200,250,4,0.8,94,5245,2410.24
200,250,4,1,95,5266,1270.29
200,250,4,1.2,94,5245,1614.7
200,250,4,1.4,93,5246,1635.53
200,250,4,1.6,94,5245,1639.21
200,250,4,1.8,94,5245,585.258
200,250,4,2,94,5245,762.904
200,250,5,0.2,88,5047,1220.03
200,250,5,0.4,88,5069,1184.36
200,250,5,0.6,88,5069,1252.9
200,250,5,0.8,88,5047,1450.49
200,250,5,1,88,5047,1009.8
200,250,5,1.2,89,5102,1824.77
200,250,5,1.4,88,5069,1535.24
200,250,5,1.6,88,5069,986.753
200,250,5,1.8,89,5102,602.256
200,250,5,2,88,5069,699.047
200,250,6,0.2,88,5471,1351.7
200,250,6,0.4,88,5471,1582.64
200,250,6,0.6,87,5448,1954.17
200,250,6,0.8,88,5471,1360.07
200,250,6,1,87,5448,1607.06
200,250,6,1.2,87,5448,1921.82
200,250,6,1.4,88,5473,1475.42
200,250,6,1.6,88,5471,1257.02
200,250,6,1.8,88,5471,1471.14
200,250,6,2,89,5496,530.967
200,250,7,0.2,90,5474,2053.93
200,250,7,0.4,90,5474,1205.16
200,250,7,0.6,90,5474,1505.51
200,250,7,0.8,90,5474,1426
200,250,7,1,91,5529,1574.65
200,250,7,1.2,90,5495,1530.2
200,250,7,1.4,90,5474,1896.83
200,250,7,1.6,90,5474,1149.16
200,250,7,1.8,90,5474,880.799
200,250,7,2,90,5474,953.552
200,250,8,0.2,92,5751,1601.28
200,250,8,0.4,91,5654,1528.26
200,250,8,0.6,93,5688,1287.57
200,250,8,0.8,93,5682,1288.16
200,250,8,1,94,5766,1308.78
200,250,8,1.2,93,5697,1695.03
200,250,8,1.4,93,5697,1880.85
200,250,8,1.6,92,5736,1248.76
200,250,8,1.8,93,5682,700.476
200,250,8,2,93,5697,820.753
200,250,9,0.2,93,5594,1366.92
200,250,9,0.4,92,5621,2405.7
200,250,9,0.6,92,5636,1352.48
200,250,9,0.8,92,5621,2052.42
200,250,9,1,94,5664,1466.78
200,250,9,1.2,92,5621,1347.88
200,250,9,1.4,94,5615,1378.2
200,250,9,1.6,93,5594,1231.82
200,250,9,1.8,92,5621,486.263
200,250,9,2,93,5609,636.265
200,250,10,0.2,89,5070,1803.77
200,250,10,0.4,89,5070,1615.87
200,250,10,0.6,89,5070,1010.97
200,250,10,0.8,89,5070,1541.88
200,250,10,1,89,5070,1182.16
200,250,10,1.2,89,5058,1304.67
200,250,10,1.4,89,5070,1281.99
200,250,10,1.6,89,5070,1596.93
200,250,10,1.8,89,5092,474.115
200,250,10,2,89,5070,1000.76
200,500,1,0.2,122,7120,3041.37
200,500,1,0.4,121,7097,4187.36
200,500,1,0.6,121,7097,3238.91
200,500,1,0.8,120,7140,2738.29
200,500,1,1,124,7207,2145.92
200,500,1,1.2,122,7109,1837.14
200,500,1,1.4,122,7162,1938.68
200,500,1,1.6,122,7117,2604.62
200,500,1,1.8,122,7117,1030.99
200,500,1,2,122,7109,1504.98
200,500,2,0.2,120,7471,2441.24
200,500,2,0.4,122,7496,1712.03
200,500,2,0.6,122,7549,1837.68
200,500,2,0.8,122,7585,3274.36
200,500,2,1,121,7496,2465.41
200,500,2,1.2,121,7551,1479.62
200,500,2,1.4,119,7430,2313.31
200,500,2,1.6,119,7433,2624.47
200,500,2,1.8,120,7445,2030.58
200,500,2,2,120,7376,1501.7
200,500,3,0.2,124,7592,1536.13
200,500,3,0.4,122,7518,2108.59
200,500,3,0.6,123,7557,2561.96
200,500,3,0.8,124,7549,2185.05
200,500,3,1,125,7548,1874.78
200,500,3,1.2,124,7549,2077.61
200,500,3,1.4,127,7693,1396.85
200,500,3,1.6,125,7580,1732.4
200,500,3,1.8,125,7533,1165.09
200,500,3,2,124,7549,1224.06
200,500,4,0.2,123,7489,1624.97
200,500,4,0.4,121,7438,1878.58
200,500,4,0.6,119,7372,2105.21
200,500,4,0.8,122,7462,1520.27
200,500,4,1,121,7491,1710.85
200,500,4,1.2,121,7438,3061.14
200,500,4,1.4,120,7470,2721.1
200,500,4,1.6,121,7423,1580.44
200,500,4,1.8,120,7447,951.528
200,500,4,2,123,7489,693.982
200,500,5,0.2,114,6880,2198.78
200,500,5,0.4,114,6891,2439.58
200,500,5,0.6,114,6880,3062.96
200,500,5,0.8,114,6880,2996.53
200,500,5,1,116,6973,1726.4
200,500,5,1.2,114,6880,3385.77
200,500,5,1.4,114,6880,2405.7
200,500,5,1.6,115,6963,2377.73
200,500,5,1.8,116,6963,766.444
200,500,5,2,114,6933,1161.03
200,500,6,0.2,120,7766,2030.36
200,500,6,0.4,121,7758,1962.54
200,500,6,0.6,120,7884,2015.37
200,500,6,0.8,120,7817,2029.19
200,500,6,1,122,7871,3629.94
200,500,6,1.2,122,7881,1843.12
200,500,6,1.4,120,7847,3083.3
200,500,6,1.6,121,7893,1631.48
200,500,6,1.8,120,7918,971.847
200,500,6,2,120,7773,1287.76
200,500,7,0.2,120,7334,2207.63
200,500,7,0.4,121,7416,2336.34
200,500,7,0.6,123,7385,2191.81
200,500,7,0.8,122,7320,1578.04
200,500,7,1,123,7394,1484.41
200,500,7,1.2,123,7394,1443.97
200,500,7,1.4,123,7394,1647.68
200,500,7,1.6,122,7414,1520
200,500,7,1.8,122,7320,1023.86
200,500,7,2,122,7320,1191.23
200,500,8,0.2,121,7422,2480.92
200,500,8,0.4,125,7522,2097.29
200,500,8,0.6,120,7362,2332.69
200,500,8,0.8,122,7351,2921.06
200,500,8,1,124,7481,1877.01
200,500,8,1.2,121,7361,1908.96
200,500,8,1.4,125,7542,2482.62
200,500,8,1.6,123,7456,1369.78
200,500,8,1.8,120,7336,1357.53
200,500,8,2,123,7411,708.938
200,500,9,0.2,116,7184,1843.81
200,500,9,0.4,119,7290,1434.68
200,500,9,0.6,115,7088,4470.42
200,500,9,0.8,117,7204,2065.96
200,500,9,1,118,7194,1600.71
200,500,9,1.2,118,7220,2594.62
200,500,9,1.4,116,7116,1670.31
200,500,9,1.6,117,7215,1852.62
200,500,9,1.8,115,7117,1808.58
200,500,9,2,118,7220,1802.61
200,500,10,0.2,120,7791,2834.88
200,500,10,0.4,119,7701,3114.61
200,500,10,0.6,121,7784,2780.47
200,500,10,0.8,123,7865,2970.77
200,500,10,1,124,7933,1550.84
200,500,10,1.2,120,7794,3566.53
200,500,10,1.4,120,7794,1703.33
200,500,10,1.6,120,7743,2313.16
200,500,10,1.8,120,7709,1987.96
200,500,10,2,119,7742,1331.34
200,750,1,0.2,135,8634,2695.85
200,750,1,0.4,136,8655,2696.8
200,750,1,0.6,134,8592,1989.32
200,750,1,0.8,137,8688,1973.24
200,750,1,1,135,8625,2637.09
200,750,1,1.2,134,8573,2664.06
200,750,1,1.4,133,8651,4066.78
200,750,1,1.6,135,8618,1948.29
200,750,1,1.8,135,8618,1203.75
200,750,1,2,137,8681,987.382
200,750,2,0.2,135,8303,2552.79
200,750,2,0.4,137,8397,2540.8
200,750,2,0.6,137,8416,4323.46
200,750,2,0.8,137,8413,2531.55
200,750,2,1,137,8432,2147.95
200,750,2,1.2,138,8446,2709.71
200,750,2,1.4,135,8355,2489.79
200,750,2,1.6,136,8379,4909.31
200,750,2,1.8,138,8488,2015.51
200,750,2,2,134,8395,1174.6
200,750,3,0.2,134,8537,1997.05
200,750,3,0.4,132,8450,2658.75
200,750,3,0.6,132,8429,3655.58
200,750,3,0.8,134,8465,2353.2
200,750,3,1,134,8526,2850.1
200,750,3,1.2,136,8570,3175.81
200,750,3,1.4,136,8590,1658.3
200,750,3,1.6,135,8520,1849.59
200,750,3,1.8,136,8592,2058.12
200,750,3,2,134,8526,1380.96
200,750,4,0.2,139,9158,2232.59
200,750,4,0.4,139,9100,2542.51
200,750,4,0.6,139,9108,2464.29
200,750,4,0.8,138,9119,2058.21
200,750,4,1,140,9185,2218.14
200,750,4,1.2,138,9045,4383.28
200,750,4,1.4,138,9119,3039.71
200,750,4,1.6,139,9171,3570.38
200,750,4,1.8,139,9201,1834.71
200,750,4,2,139,9192,772.07
200,750,5,0.2,136,8900,1566.4
200,750,5,0.4,134,8772,3253.77
200,750,5,0.6,132,8771,3501.21
200,750,5,0.8,135,8845,3489.61
200,750,5,1,133,8823,2276.95
200,750,5,1.2,135,8853,1803.78
200,750,5,1.4,134,8772,3573.31
200,750,5,1.6,136,8900,2361.63
200,750,5,1.8,135,8809,2170.68
200,750,5,2,134,8857,2041.47
200,750,6,0.2,135,8672,3974.12
200,750,6,0.4,138,8873,2737.41
200,750,6,0.6,139,8899,2382.21
200,750,6,0.8,137,8796,3008.36
200,750,6,1,137,8741,2556.27
200,750,6,1.2,137,8829,3210.6
200,750,6,1.4,138,8825,2704.45
200,750,6,1.6,140,8973,2409.66
200,750,6,1.8,136,8737,2633.88
200,750,6,2,136,8762,1123.96
200,750,7,0.2,133,8275,2515.7
200,750,7,0.4,137,8380,2507.79
200,750,7,0.6,133,8275,3896.84
200,750,7,0.8,132,8216,2606.69
