nodes,edges,instance,beta,n_nodes,value,time
100,250,3,1.6,62,3767,263.461
100,250,3,1.8,62,3762,373.754
100,250,3,2,63,3792,212.418
100,250,4,0.2,60,3281,334.768
100,250,4,0.4,59,3207,285.681
100,250,4,0.6,59,3232,350.733
100,250,4,0.8,59,3232,252.364
100,250,4,1,59,3232,519.678
100,250,4,1.2,59,3207,257.186
100,250,4,1.4,59,3207,231.733
100,250,4,1.6,59,3207,324.247
100,250,4,1.8,59,3207,324.9
100,250,4,2,59,3232,235.085
100,250,5,0.2,57,3499,234.82
100,250,5,0.4,57,3469,470.005
100,250,5,0.6,57,3469,433.508
100,250,5,0.8,57,3469,273.985
100,250,5,1,56,3481,552.363
100,250,5,1.2,57,3469,247.061
100,250,5,1.4,57,3469,438.804
100,250,5,1.6,57,3499,463.384
100,250,5,1.8,57,3469,328.638
100,250,5,2,59,3533,212.943
100,250,6,0.2,62,3809,398.683
100,250,6,0.4,62,3809,259.217
100,250,6,0.6,63,3844,249.758
100,250,6,0.8,63,3844,585.613
100,250,6,1,62,3809,251.834
100,250,6,1.2,63,3844,280.515
100,250,6,1.4,62,3848,273.888
100,250,6,1.6,62,3809,235.495
100,250,6,1.8,63,3844,416.429
100,250,6,2,63,3844,214.837
100,250,7,0.2,58,3712,324.559
100,250,7,0.4,58,3712,673.954
100,250,7,0.6,58,3712,643.667
100,250,7,0.8,58,3712,282.439
100,250,7,1,58,3712,646.984
100,250,7,1.2,58,3712,268.473
100,250,7,1.4,58,3712,558.372
100,250,7,1.6,58,3712,755.004
100,250,7,1.8,58,3713,356.053
100,250,7,2,58,3712,307.257
100,250,8,0.2,59,3916,288.981
100,250,8,0.4,62,3967,299.183
100,250,8,0.6,58,3874,295.571
100,250,8,0.8,60,3935,377.504
100,250,8,1,62,3964,316.706
100,250,8,1.2,58,3874,267.413
100,250,8,1.4,58,3874,310.641
100,250,8,1.6,60,3934,251.108
100,250,8,1.8,62,3964,369.728
100,250,8,2,62,3964,226.672
100,250,9,0.2,59,3937,236.997
100,250,9,0.4,59,3937,278.389
100,250,9,0.6,59,3937,298.444
100,250,9,0.8,62,4020,245.378
100,250,9,1,59,3986,417.337
100,250,9,1.2,59,3937,326.483
100,250,9,1.4,61,4027,271.96
100,250,9,1.6,58,3942,262.84
100,250,9,1.8,59,3937,494.241
100,250,9,2,58,3942,217.89
100,250,10,0.2,58,3508,917.727
100,250,10,0.4,58,3506,673.237
100,250,10,0.6,59,3535,361.11
100,250,10,0.8,59,3532,896.907
100,250,10,1,59,3524,457.54
100,250,10,1.2,58,3506,469.219
100,250,10,1.4,58,3514,368.158
100,250,10,1.6,58,3506,439.736
100,250,10,1.8,58,3517,600.361
100,250,10,2,58,3525,368.213
100,500,1,0.2,75,4364,756.654
100,500,1,0.4,75,4364,739.9
100,500,1,0.6,75,4369,735.241
100,500,1,0.8,74,4342,325.747
100,500,1,1,75,4364,961.074
100,500,1,1.2,75,4364,671.92
100,500,1,1.4,74,4365,785.159
100,500,1,1.6,75,4364,699.429
100,500,1,1.8,74,4365,530.019
100,500,1,2,75,4364,298.259
100,500,2,0.2,73,4464,811.266
100,500,2,0.4,72,4400,1342.88
100,500,2,0.6,73,4408,661.9
100,500,2,0.8,73,4408,1212.03
100,500,2,1,72,4443,695.955
100,500,2,1.2,72,4400,732.645
100,500,2,1.4,72,4400,883.862
100,500,2,1.6,73,4410,852.646
100,500,2,1.8,72,4400,711.541
100,500,2,2,73,4482,269.198
100,500,3,0.2,73,4463,434.354
100,500,3,0.4,73,4463,608.546
100,500,3,0.6,73,4423,386.305
100,500,3,0.8,73,4463,334.711
100,500,3,1,73,4463,715.728
100,500,3,1.2,73,4463,441.694
100,500,3,1.4,73,4463,325.596
100,500,3,1.6,73,4463,406.6
100,500,3,1.8,73,4463,657.984
100,500,3,2,73,4499,274.577
100,500,4,0.2,72,4616,661.155
100,500,4,0.4,72,4616,483.869
100,500,4,0.6,72,4637,736.465
100,500,4,0.8,72,4616,684.349
100,500,4,1,72,4614,337.679
100,500,4,1.2,72,4689,825.965
100,500,4,1.4,73,4713,1227.88
100,500,4,1.6,72,4616,635.913
100,500,4,1.8,72,4614,998.09
100,500,4,2,72,4637,367.431
100,500,5,0.2,74,4643,451.835
100,500,5,0.4,73,4564,327.455
100,500,5,0.6,75,4651,314.904
100,500,5,0.8,73,4610,867.07
100,500,5,1,74,4612,413.324
100,500,5,1.2,73,4564,502.499
100,500,5,1.4,74,4612,358.418
100,500,5,1.6,72,4565,445.594
100,500,5,1.8,73,4564,684.154
100,500,5,2,74,4612,304.878
100,500,6,0.2,73,4934,372.889
100,500,6,0.4,72,4932,498.59
100,500,6,0.6,72,4932,301.836
100,500,6,0.8,71,4900,465.652
100,500,6,1,72,4953,457.074
100,500,6,1.2,73,4937,392.988
100,500,6,1.4,72,4953,300.548
100,500,6,1.6,73,4937,334.744
100,500,6,1.8,72,4987,591.448
100,500,6,2,72,4974,410.798
100,500,7,0.2,70,4075,779.963
100,500,7,0.4,70,4075,380.382
100,500,7,0.6,73,4174,542.998
100,500,7,0.8,73,4174,641.186
100,500,7,1,72,4190,303.096
100,500,7,1.2,71,4102,632.416
100,500,7,1.4,72,4156,466.156
100,500,7,1.6,73,4174,460.716
100,500,7,1.8,73,4174,432.558
100,500,7,2,71,4149,444.226
100,500,8,0.2,75,4482,316.792
100,500,8,0.4,73,4420,506.684
100,500,8,0.6,73,4479,439.383
100,500,8,0.8,73,4442,625.539
100,500,8,1,73,4448,499.948
100,500,8,1.2,73,4470,519.68
100,500,8,1.4,74,4469,348.817
100,500,8,1.6,75,4482,325.294
100,500,8,1.8,73,4425,523.616
100,500,8,2,74,4494,278.453
100,500,9,0.2,74,4606,401.683
100,500,9,0.4,76,4656,466.103
100,500,9,0.6,74,4606,509.15
100,500,9,0.8,75,4635,308.137
100,500,9,1,74,4606,803.741
100,500,9,1.2,76,4775,306.228
100,500,9,1.4,75,4638,363.285
100,500,9,1.6,76,4656,371.5
100,500,9,1.8,75,4635,427.343
100,500,9,2,75,4635,282.242
100,500,10,0.2,74,4662,577.907
100,500,10,0.4,74,4662,793.156
100,500,10,0.6,75,4723,677.713
100,500,10,0.8,74,4662,324.255
100,500,10,1,75,4723,682.738
100,500,10,1.2,74,4662,371.936
100,500,10,1.4,74,4662,518.091
100,500,10,1.6,74,4662,811.691
100,500,10,1.8,74,4662,464.471
100,500,10,2,75,4723,289.719
100,750,1,0.2,81,5317,579.565
100,750,1,0.4,79,5176,931.62
100,750,1,0.6,78,5121,802.228
100,750,1,0.8,77,5074,1262.24
100,750,1,1,77,5047,1160.92
100,750,1,1.2,79,5182,688.347
100,750,1,1.4,78,5121,732.041
100,750,1,1.6,79,5176,1135.74
100,750,1,1.8,80,5221,924.294
100,750,1,2,78,5121,409.086
100,750,2,0.2,79,4950,582.791
100,750,2,0.4,79,4950,875.847
100,750,2,0.6,78,5020,901.595
100,750,2,0.8,79,5060,513.097
100,750,2,1,79,4988,725.029
100,750,2,1.2,79,4988,495.667
100,750,2,1.4,80,5071,495.262
100,750,2,1.6,79,4988,535.142
100,750,2,1.8,79,5060,949.426
100,750,2,2,79,4930,339.028
100,750,3,0.2,78,5151,1136.43
100,750,3,0.4,77,5070,446.732
100,750,3,0.6,78,5140,734.797
100,750,3,0.8,78,5140,740.024
100,750,3,1,78,5140,485.148
100,750,3,1.2,78,5140,503.011
100,750,3,1.4,78,5140,699.525
100,750,3,1.6,79,5166,874.599
100,750,3,1.8,79,5166,494.56
100,750,3,2,78,5140,312.645
100,750,4,0.2,82,5502,746.146
100,750,4,0.4,80,5407,730.485
100,750,4,0.6,81,5441,528.753
100,750,4,0.8,82,5518,641.642
100,750,4,1,82,5485,918.429
100,750,4,1.2,83,5493,634.15
100,750,4,1.4,81,5441,574.369
100,750,4,1.6,82,5451,695.691
100,750,4,1.8,81,5441,564.349
100,750,4,2,81,5441,663.804
100,750,5,0.2,78,5491,629.962
100,750,5,0.4,82,5574,516.597
100,750,5,0.6,81,5495,593.386
100,750,5,0.8,79,5477,612.021
100,750,5,1,80,5535,594.718
100,750,5,1.2,80,5535,522.329
100,750,5,1.4,80,5523,538.188
100,750,5,1.6,81,5612,533.348
100,750,5,1.8,79,5474,523.534
100,750,5,2,80,5467,1053.82
100,750,6,0.2,80,5436,614.156
100,750,6,0.4,79,5397,697.806
100,750,6,0.6,80,5436,511.148
100,750,6,0.8,80,5505,594.281
100,750,6,1,79,5397,544.399
100,750,6,1.2,80,5436,511.423
100,750,6,1.4,80,5446,509.539
100,750,6,1.6,80,5520,586.535
100,750,6,1.8,79,5472,583.177
100,750,6,2,79,5439,355.362
100,750,7,0.2,79,5157,525.516
100,750,7,0.4,79,5157,500.806
100,750,7,0.6,79,5157,643.335
100,750,7,0.8,79,5140,532.084
100,750,7,1,79,5141,1031.03
100,750,7,1.2,78,5090,589.831
100,750,7,1.4,79,5140,560.918
100,750,7,1.6,78,5131,511.735
100,750,7,1.8,79,5147,515.68
100,750,7,2,79,5189,750.939
100,750,8,0.2,80,5032,633.188
100,750,8,0.4,82,5110,553.082
100,750,8,0.6,81,5148,538.299
100,750,8,0.8,82,5113,516.024
100,750,8,1,82,5113,616.953
100,750,8,1.2,82,5110,547.536
100,750,8,1.4,82,5122,569.087
100,750,8,1.6,82,5122,516.396
100,750,8,1.8,80,5035,746.973
100,750,8,2,82,5110,473.375
100,750,9,0.2,79,4857,715.916
100,750,9,0.4,80,4970,513.186
100,750,9,0.6,82,5076,521.642
100,750,9,0.8,81,4951,523.293
100,750,9,1,81,4983,676.457
100,750,9,1.2,81,4926,527.211
100,750,9,1.4,81,4997,517.309
100,750,9,1.6,81,4942,532.786
100,750,9,1.8,80,4955,578.013
100,750,9,2,81,4940,369.387
100,750,10,0.2,82,5644,607.778
100,750,10,0.4,83,5721,553.007
100,750,10,0.6,83,5721,576.022
100,750,10,0.8,81,5587,565.812
100,750,10,1,81,5587,857.737
100,750,10,1.2,82,5627,889.924
100,750,10,1.4,82,5627,790.949
100,750,10,1.6,82,5627,672.355
100,750,10,1.8,82,5649,533.084
100,750,10,2,81,5587,809.013
100,1000,1,0.2,84,5570,441.595
100,1000,1,0.4,84,5570,515.923
100,1000,1,0.6,86,5644,416.784
100,1000,1,0.8,86,5644,409.392
100,1000,1,1,86,5644,412.477
100,1000,1,1.2,86,5644,438.52
100,1000,1,1.4,86,5644,425.015
100,1000,1,1.6,86,5644,407.581
100,1000,1,1.8,83,5536,601.567
100,1000,1,2,86,5644,589.664
100,1000,2,0.2,83,5132,662.072
100,1000,2,0.4,85,5180,548.72
100,1000,2,0.6,84,5110,405.112
100,1000,2,0.8,84,5110,401.537
100,1000,2,1,84,5110,399.511
100,1000,2,1.2,84,5110,556.426
100,1000,2,1.4,84,5110,479.001
100,1000,2,1.6,84,5110,402.9
100,1000,2,1.8,84,5170,573.889
100,1000,2,2,84,5110,579.602
100,1000,3,0.2,83,5602,1141.07
100,1000,3,0.4,84,5587,851.534
100,1000,3,0.6,84,5622,1107.77
100,1000,3,0.8,85,5669,1077.75
100,1000,3,1,84,5561,857.833
100,1000,3,1.2,85,5645,1464.19
100,1000,3,1.4,84,5613,1758.73
100,1000,3,1.6,84,5561,1337.27
100,1000,3,1.8,84,5598,721.571
100,1000,3,2,83,5602,788.12
100,1000,4,0.2,83,5252,538.581
100,1000,4,0.4,86,5384,792.355
100,1000,4,0.6,87,5413,411.428
100,1000,4,0.8,86,5363,526.226
100,1000,4,1,86,5393,768.605
100,1000,4,1.2,86,5384,608.258
100,1000,4,1.4,86,5368,500.527
100,1000,4,1.6,84,5229,578.777
100,1000,4,1.8,86,5393,847.643
100,1000,4,2,86,5357,602.97
100,1000,5,0.2,82,4947,402.696
100,1000,5,0.4,82,4947,416.601
100,1000,5,0.6,82,4936,588.974
100,1000,5,0.8,82,4947,484.718
100,1000,5,1,82,4947,566.82
100,1000,5,1.2,82,4975,476.516
100,1000,5,1.4,82,4947,418.979
100,1000,5,1.6,82,4975,771.034
100,1000,5,1.8,83,5006,643.078
100,1000,5,2,82,4975,683.944
100,1000,6,0.2,84,5203,775.331
100,1000,6,0.4,85,5298,712.222
100,1000,6,0.6,84,5225,1010.2
100,1000,6,0.8,85,5272,920.393
100,1000,6,1,84,5222,789.883
100,1000,6,1.2,84,5222,585.326
100,1000,6,1.4,84,5222,750.443
100,1000,6,1.6,84,5203,584.332
100,1000,6,1.8,84,5203,716.978
100,1000,6,2,84,5222,671.93
100,1000,7,0.2,83,5418,443.702
100,1000,7,0.4,84,5487,640.884
100,1000,7,0.6,83,5432,772.275
100,1000,7,0.8,85,5555,506.976
100,1000,7,1,83,5418,395.176
100,1000,7,1.2,84,5518,404.675
100,1000,7,1.4,84,5491,415.495
100,1000,7,1.6,85,5509,412.426
100,1000,7,1.8,83,5418,569.338
100,1000,7,2,85,5555,669.443
100,1000,8,0.2,83,5537,530.21
100,1000,8,0.4,84,5584,467.834
100,1000,8,0.6,84,5584,401.74
100,1000,8,0.8,84,5584,397.6
100,1000,8,1,83,5451,1084.56
100,1000,8,1.2,84,5564,825.427
100,1000,8,1.4,83,5451,586.053
100,1000,8,1.6,84,5569,509.88
100,1000,8,1.8,84,5587,737.475
100,1000,8,2,84,5584,590.103
100,1000,9,0.2,84,5298,418.844
100,1000,9,0.4,84,5294,518.706
100,1000,9,0.6,84,5304,435.509
100,1000,9,0.8,84,5294,618.231
100,1000,9,1,84,5294,446.468
100,1000,9,1.2,84,5294,444.594
100,1000,9,1.4,84,5294,754.993
100,1000,9,1.6,82,5189,399.608
100,1000,9,1.8,84,5294,635.349
100,1000,9,2,84,5294,583.607
100,1000,10,0.2,83,5543,581.651
100,1000,10,0.4,84,5543,402.804
100,1000,10,0.6,82,5444,455.076
100,1000,10,0.8,84,5600,471.37
100,1000,10,1,85,5648,439.584
100,1000,10,1.2,85,5593,439.793
100,1000,10,1.4,84,5563,494.73
100,1000,10,1.6,85,5583,415.78
100,1000,10,1.8,85,5623,598.827
100,1000,10,2,85,5623,591.18
100,2000,1,0.2,91,6086,1214.16
100,2000,1,0.4,90,6108,1490.4
100,2000,1,0.6,91,6110,1986.18
100,2000,1,0.8,91,6086,1041.08
100,2000,1,1,91,6086,1078.99
100,2000,1,1.2,91,6086,1224.13
100,2000,1,1.4,91,6086,1200.68
100,2000,1,1.6,90,6108,1077.39
100,2000,1,1.8,91,6086,820.256
100,2000,1,2,91,6086,665.379
100,2000,2,0.2,92,5783,562.953
100,2000,2,0.4,91,5708,607.578
100,2000,2,0.6,91,5753,613.884
100,2000,2,0.8,91,5708,560.221
100,2000,2,1,91,5708,569.563
100,2000,2,1.2,91,5708,589.752
100,2000,2,1.4,91,5708,633.522
100,2000,2,1.6,91,5708,560.579
100,2000,2,1.8,91,5708,919.18
100,2000,2,2,91,5708,806.122
100,2000,3,0.2,91,6193,607.774
100,2000,3,0.4,91,6193,802.889
100,2000,3,0.6,91,6193,927.406
100,2000,3,0.8,91,6193,572.738
100,2000,3,1,91,6193,1185.39
100,2000,3,1.2,91,6193,991.408
100,2000,3,1.4,91,6193,1153.94
100,2000,3,1.6,91,6193,1238.29
100,2000,3,1.8,91,6193,884.3
100,2000,3,2,91,6193,756.927
100,2000,4,0.2,91,6067,1281.07
100,2000,4,0.4,91,6086,562.635
100,2000,4,0.6,92,6146,810.055
100,2000,4,0.8,90,6025,1440.37
100,2000,4,1,92,6163,561.398
100,2000,4,1.2,92,6156,1187.41
100,2000,4,1.4,92,6163,884.712
100,2000,4,1.6,92,6163,601.131
100,2000,4,1.8,91,6067,803.546
100,2000,4,2,91,6067,483.896
100,2000,5,0.2,91,5724,578.412
100,2000,5,0.4,91,5724,559.869
100,2000,5,0.6,91,5724,564.749
100,2000,5,0.8,91,5724,557.387
100,2000,5,1,91,5724,583.679
100,2000,5,1.2,91,5724,555.713
100,2000,5,1.4,91,5724,558.844
100,2000,5,1.6,91,5724,555.544
100,2000,5,1.8,91,5724,804.973
100,2000,5,2,91,5724,482.044
100,2000,6,0.2,91,6238,798.075
100,2000,6,0.4,91,6234,566.934
100,2000,6,0.6,91,6234,561.636
100,2000,6,0.8,91,6220,561.781
100,2000,6,1,91,6234,703.792
100,2000,6,1.2,92,6272,605.644
100,2000,6,1.4,92,6270,565.332
100,2000,6,1.6,91,6265,573.391
100,2000,6,1.8,93,6346,818.137
100,2000,6,2,91,6265,490.465
100,2000,7,0.2,92,6156,770.869
100,2000,7,0.4,91,6060,893.315
100,2000,7,0.6,91,6060,795.493
100,2000,7,0.8,92,6156,746.084
100,2000,7,1,91,6060,928.097
100,2000,7,1.2,91,6095,758.668
100,2000,7,1.4,91,6060,793.874
100,2000,7,1.6,91,6060,793.443
100,2000,7,1.8,91,6060,773.039
100,2000,7,2,91,6095,713.918
100,2000,8,0.2,92,5751,996.508
100,2000,8,0.4,91,5673,803.759
100,2000,8,0.6,91,5685,854.795
100,2000,8,0.8,91,5685,1143.48
100,2000,8,1,91,5685,1241.84
100,2000,8,1.2,92,5745,807.455
100,2000,8,1.4,91,5685,986.801
100,2000,8,1.6,91,5673,811.079
100,2000,8,1.8,91,5685,837.706
100,2000,8,2,91,5685,1415.49
100,2000,9,0.2,92,6382,811.038
100,2000,9,0.4,92,6396,884.975
100,2000,9,0.6,92,6392,816.269
100,2000,9,0.8,92,6392,807.917
100,2000,9,1,92,6389,931.864
100,2000,9,1.2,92,6408,807.922
100,2000,9,1.4,92,6396,830.321
100,2000,9,1.6,92,6392,900.085
100,2000,9,1.8,92,6382,771.206
100,2000,9,2,92,6396,802.82
100,2000,10,0.2,92,6229,564.371
100,2000,10,0.4,92,6201,564.057
100,2000,10,0.6,92,6201,567.328
100,2000,10,0.8,90,6102,713.77
100,2000,10,1,91,6142,797.224
100,2000,10,1.2,92,6201,563.131
100,2000,10,1.4,91,6142,662.645
100,2000,10,1.6,90,6102,1387.03
100,2000,10,1.8,91,6142,1453.54
100,2000,10,2,90,6102,1430.05
150,150,1,0.2,65,3991,525.364
150,150,1,0.4,65,3991,549.06
150,150,1,0.6,63,3891,745.056
150,150,1,0.8,63,3875,679.9
150,150,1,1,65,3991,586.626
150,150,1,1.2,62,3888,642.591
150,150,1,1.4,65,3958,648.365
150,150,1,1.6,65,3991,577.702
150,150,1,1.8,65,3991,615.812
150,150,1,2,63,3891,707.034
150,150,2,0.2,64,3684,789.84
150,150,2,0.4,64,3682,665.384
150,150,2,0.6,64,3641,736.665
150,150,2,0.8,64,3682,795.763
150,150,2,1,64,3682,631
150,150,2,1.2,64,3638,727.275
150,150,2,1.4,64,3675,582.77
150,150,2,1.6,64,3638,650.563
150,150,2,1.8,64,3682,524.938
150,150,2,2,64,3704,864.296
150,150,3,0.2,59,4058,767.835
150,150,3,0.4,60,4086,558.109
150,150,3,0.6,59,4058,560.037
150,150,3,0.8,60,4082,463.818
150,150,3,1,60,4086,758.9
150,150,3,1.2,60,4082,499.569
150,150,3,1.4,60,4082,501.365
150,150,3,1.6,59,4058,721.567
150,150,3,1.8,60,4082,222.417
150,150,3,2,61,4110,434.872
150,150,4,0.2,63,3628,508.262
150,150,4,0.4,62,3607,532.468
150,150,4,0.6,62,3586,476.684
150,150,4,0.8,62,3607,519.432
150,150,4,1,62,3607,531.647
150,150,4,1.2,64,3627,502.488
150,150,4,1.4,60,3566,525.058
150,150,4,1.6,61,3587,811.536
150,150,4,1.8,62,3586,433.632
150,150,4,2,63,3628,219.236
150,150,5,0.2,61,3693,600.701
150,150,5,0.4,61,3693,661.794
150,150,5,0.6,63,3755,724.914
150,150,5,0.8,61,3693,509.064
150,150,5,1,63,3769,488.447
150,150,5,1.2,61,3693,524.465
150,150,5,1.4,63,3731,586.146
150,150,5,1.6,63,3755,592.883
150,150,5,1.8,60,3662,253.874
150,150,5,2,63,3755,250.857
150,150,6,0.2,66,3859,634.396
150,150,6,0.4,69,3882,914.997
150,150,6,0.6,65,3904,532.087
150,150,6,0.8,66,3859,656.191
150,150,6,1,66,3859,601.631
150,150,6,1.2,69,3882,555.937
150,150,6,1.4,66,3859,549.552
150,150,6,1.6,66,3859,707.128
150,150,6,1.8,66,3859,656.654
150,150,6,2,66,3859,278.355
150,150,7,0.2,59,3720,580.33
150,150,7,0.4,58,3643,670.833
150,150,7,0.6,59,3681,596.559
150,150,7,0.8,58,3711,630.658
150,150,7,1,58,3711,620.32
150,150,7,1.2,58,3643,734.106
150,150,7,1.4,59,3681,613.309
150,150,7,1.6,57,3673,527.564
150,150,7,1.8,59,3681,547.404
150,150,7,2,59,3681,281.307
150,150,8,0.2,69,3655,617.486
150,150,8,0.4,68,3639,830.269
150,150,8,0.6,69,3655,731.143
150,150,8,0.8,68,3639,810.438
150,150,8,1,68,3656,846.54
150,150,8,1.2,69,3666,801.459
150,150,8,1.4,68,3684,556.4
150,150,8,1.6,68,3701,510.991
150,150,8,1.8,68,3639,1453.62
150,150,8,2,68,3645,273.114
150,150,9,0.2,65,3755,599.376
150,150,9,0.4,65,3755,549.261
150,150,9,0.6,66,3783,478.329
150,150,9,0.8,66,3783,542.007
150,150,9,1,65,3755,668.156
150,150,9,1.2,66,3794,559.535
150,150,9,1.4,66,3794,588.007
150,150,9,1.6,66,3794,609.918
150,150,9,1.8,65,3803,679.503
150,150,9,2,66,3794,294.24
150,150,10,0.2,65,3822,556.369
150,150,10,0.4,64,3832,644.738
150,150,10,0.6,66,3844,647.13
150,150,10,0.8,66,3844,816.221
150,150,10,1,65,3822,506.028
150,150,10,1.2,65,3837,982.323
150,150,10,1.4,62,3784,769.389
150,150,10,1.6,62,3784,870.791
150,150,10,1.8,66,3844,533.062
150,150,10,2,65,3837,578.993
150,250,1,0.2,81,4953,1361.29
150,250,1,0.4,81,4953,847.19
150,250,1,0.6,79,4866,758.302
150,250,1,0.8,82,4974,1114.27
150,250,1,1,80,4886,1027.37
150,250,1,1.2,80,4886,799.676
150,250,1,1.4,79,4875,1626.48
150,250,1,1.6,79,4865,760.129
150,250,1,1.8,82,4993,423.925
150,250,1,2,82,4993,595.778
150,250,2,0.2,77,4767,1096.9
150,250,2,0.4,79,4839,728.009
150,250,2,0.6,78,4814,989.781
150,250,2,0.8,79,4839,802.25
150,250,2,1,78,4829,715.841
150,250,2,1.2,78,4814,948.257
150,250,2,1.4,78,4814,854.988
150,250,2,1.6,78,4814,887.2
150,250,2,1.8,80,4858,346.764
150,250,2,2,78,4829,635.546
150,250,3,0.2,82,4760,678.32
150,250,3,0.4,82,4760,1011.12
150,250,3,0.6,81,4780,687.912
150,250,3,0.8,82,4760,801.481
150,250,3,1,82,4760,798.236
150,250,3,1.2,80,4755,682.622
150,250,3,1.4,82,4760,660.565
150,250,3,1.6,82,4760,735.498
150,250,3,1.8,82,4760,308.64
150,250,3,2,82,4760,635.53
150,250,4,0.2,77,4337,720.015
150,250,4,0.4,77,4299,953.061
150,250,4,0.6,77,4299,951.234
150,250,4,0.8,78,4389,1232.45
150,250,4,1,78,4389,833.671
150,250,4,1.2,78,4357,777.704
150,250,4,1.4,77,4299,1017.7
150,250,4,1.6,77,4337,735.863
150,250,4,1.8,77,4299,773.979
150,250,4,2,77,4337,722.247
150,250,5,0.2,76,4488,783.512
150,250,5,0.4,76,4496,854.262
150,250,5,0.6,76,4494,1696.05
150,250,5,0.8,76,4488,700.176
150,250,5,1,78,4518,696.755
150,250,5,1.2,78,4524,631.768
150,250,5,1.4,76,4494,1443.9
150,250,5,1.6,77,4503,684.758
150,250,5,1.8,77,4504,741.801
150,250,5,2,77,4549,648.068
150,250,6,0.2,79,5180,780.962
150,250,6,0.4,81,5292,822.498
150,250,6,0.6,81,5292,735.469
150,250,6,0.8,79,5178,823.889
150,250,6,1,80,5210,865.268
150,250,6,1.2,79,5180,793.867
150,250,6,1.4,81,5292,990.294
150,250,6,1.6,81,5292,1419.49
150,250,6,1.8,80,5334,1034.86
150,250,6,2,78,5213,1136.33
150,250,7,0.2,76,4666,778.333
150,250,7,0.4,74,4557,1226.04
150,250,7,0.6,74,4563,920.797
150,250,7,0.8,74,4583,765.805
150,250,7,1,75,4595,638.426
150,250,7,1.2,75,4589,915.354
150,250,7,1.4,74,4563,769.506
150,250,7,1.6,74,4615,724.576
150,250,7,1.8,74,4557,959.047
150,250,7,2,75,4589,593.854
150,250,8,0.2,80,5097,744.519
150,250,8,0.4,78,5019,852.627
150,250,8,0.6,79,5056,728.518
150,250,8,0.8,78,5019,1151.5
150,250,8,1,80,5096,897.904
150,250,8,1.2,78,5019,950.444
150,250,8,1.4,79,5070,709.079
150,250,8,1.6,78,5033,825.825
150,250,8,1.8,78,4983,495.732
150,250,8,2,78,4983,369.328
150,250,9,0.2,78,4955,1136.08
150,250,9,0.4,80,4976,649.285
150,250,9,0.6,78,4969,1513.95
150,250,9,0.8,81,5006,767.534
150,250,9,1,77,4933,927.047
150,250,9,1.2,79,4933,1104.32
150,250,9,1.4,80,4969,987.07
150,250,9,1.6,80,4969,779.172
150,250,9,1.8,78,4949,343.647
150,250,9,2,79,4933,369.44
150,250,10,0.2,81,4515,769.559
150,250,10,0.4,81,4515,788.104
150,250,10,0.6,81,4515,897.551
150,250,10,0.8,81,4522,787.912
150,250,10,1,81,4515,1012.52
150,250,10,1.2,81,4515,857.837
150,250,10,1.4,82,4582,689.977
150,250,10,1.6,80,4466,939.691
150,250,10,1.8,81,4515,420.813
150,250,10,2,81,4522,380.587
150,500,1,0.2,100,6028,1253.87
150,500,1,0.4,99,5987,1482.92
150,500,1,0.6,100,5997,1162.22
150,500,1,0.8,99,5985,1138.46
150,500,1,1,101,6208,1431.2
150,500,1,1.2,99,5979,1925.94
150,500,1,1.4,100,6009,1188.52
150,500,1,1.6,99,5985,1327.1
150,500,1,1.8,99,5985,1399.87
150,500,1,2,100,6165,1086.51
150,500,2,0.2,102,6117,1014.87
150,500,2,0.4,102,6101,1002.54
150,500,2,0.6,100,6012,1892.56
150,500,2,0.8,101,6096,1185.27
150,500,2,1,102,6103,2377.97
150,500,2,1.2,101,6096,1764.81
150,500,2,1.4,103,6161,1158.67
150,500,2,1.6,102,6101,1289.59
150,500,2,1.8,101,6096,541.151
150,500,2,2,101,6096,748.074
150,500,3,0.2,99,5884,972.665
150,500,3,0.4,99,5881,1059.78
150,500,3,0.6,98,5846,1176.37
150,500,3,0.8,98,5846,981.221
150,500,3,1,99,5884,1046.09
150,500,3,1.2,98,5846,1000.32
150,500,3,1.4,99,5947,1086.79
150,500,3,1.6,99,5868,915.776
150,500,3,1.8,98,5867,1342.83
150,500,3,2,100,5927,969.255
150,500,4,0.2,99,6121,1472.24
150,500,4,0.4,100,6110,949.104
150,500,4,0.6,99,6088,1732.29
150,500,4,0.8,99,6088,1050.38
150,500,4,1,99,6088,1237.18
150,500,4,1.2,100,6110,1205.2
150,500,4,1.4,100,6110,1645.73
150,500,4,1.6,100,6110,1169.42
150,500,4,1.8,100,6138,693.418
150,500,4,2,100,6121,456.277
150,500,5,0.2,102,6396,1377.04
150,500,5,0.4,102,6384,1190.48
150,500,5,0.6,101,6316,1051.15
150,500,5,0.8,102,6319,1438.04
150,500,5,1,103,6359,886.984
150,500,5,1.2,102,6380,1226.82
150,500,5,1.4,102,6344,1339.06
150,500,5,1.6,101,6409,1604.79
150,500,5,1.8,103,6389,508.475
150,500,5,2,99,6374,1187.34
150,500,6,0.2,101,6480,2082.32
150,500,6,0.4,100,6453,2101.33
150,500,6,0.6,101,6466,1866.09
150,500,6,0.8,102,6517,1568.51
150,500,6,1,102,6517,1498.61
150,500,6,1.2,102,6630,1351.27
150,500,6,1.4,102,6527,1078.34
150,500,6,1.6,100,6453,2532.97
150,500,6,1.8,102,6603,1053.44
150,500,6,2,102,6529,844.209
150,500,7,0.2,102,6220,1182.45
150,500,7,0.4,99,6091,1139.74
